db,spec_code,species,length
slb,3961,vermicularia radicula,6.1
slb,3962,turritella exoleta,7.5
slb,3963,turritellinella tricarinata,6.519
slb,3964,turritella acropora,4.2
slb,3966,turritella variegata,12
slb,3977,turritella hookeri,3.6
slb,3979,mathilda amaea,0.45
slb,3980,mathilda barbadensis,0.8
slb,3981,mathilda georgiana,0.95
slb,3982,mathilda globulifera,0.52
slb,3983,mathilda granifera,0.3
slb,3984,mathilda hendersoni,1
slb,3985,tuba jeffreysi,0.6
slb,3988,mathilda rushii,0.7
slb,3989,mathilda scitula,0.8
slb,3990,mathilda yucatecana,0.8
slb,3993,dendropoma nebulosum,8
slb,3998,dendropoma corrodens,1
slb,3999,serpulorbis decussatus,9
slb,4000,thylacodes squamigerus,12.5
slb,4001,petaloconchus erectus,4
slb,4008,petaloconchus varians,20
slb,4013,caecum pulchellum,0.45
slb,4014,caecum regulare,0.25
slb,4016,caecum imbricatum,0.31
slb,4017,caecum johnsoni,0.45
slb,4018,caecum cooperi,0.61
slb,4019,meioceras cubitatum,0.2
slb,4020,meioceras nitidum,0.31
slb,4021,caecum ryssotitum,0.23
slb,4022,caecum floridanum,0.56
slb,4023,caecum antillarum,0.3
slb,4024,caecum bipartitum,0.2
slb,4025,meioceras cornucopiae,0.2
slb,4030,caecum carolinianum,0.475
slb,4032,caecum clava,0.36
slb,4033,caecum condylum,0.336
slb,4035,caecum cycloferum,0.6
slb,4037,caecum gurgulio,0.2
slb,4040,caecum insularum,0.34
slb,4045,caecum plicatum,0.4
slb,4048,caecum textile,0.22
slb,4049,caecum tornatum,0.33
slb,4050,caecum tortile,0.612
slb,4051,caecum strigosum,0.21
slb,4055,melanoides tuberculatus,8
slb,4110,cerithiopsis althea,0.85
slb,4114,prolixodens ara,0.32
slb,4131,cerithiopsis docata,0.6
slb,4132,cerithiopsis elima,0.7
slb,4133,cerithiopsis eliza,0.36
slb,4134,cerithiopsis elsa,0.47
slb,4136,cerithiopsis gemmulosa,0.53
slb,4141,cerithiopsis flava,0.76
slb,4142,cerithiopsis honora,0.75
slb,4144,cerithiopsis io,0.23
slb,4145,cerithiopsis iontha,0.32
slb,4148,cerithiopsis leipha,1
slb,4149,cerithiella martensii,1.13
slb,4150,cerithiopsis merida,0.36
slb,4152,cerithiopsis movilla,0.38
slb,4157,cerithiopsis pesa,0.25
slb,4158,cerithiopsis petala,0.5
slb,4161,horologica pupa,4.3
slb,4166,sabinella troglodytes,0.4
slb,4167,haliella stenostoma,0.85
slb,4169,ersilia stancyki,0.142
slb,4171,eulimostraca subcarinata,0.54
slb,4172,oceanida graduata,0.3
slb,4173,oceanida inglei,0.27
slb,4174,pelseneeria stimpsonii,0.38
slb,4175,parviturbo comptus,0.23
slb,4200,triphora oreada,1
slb,4203,triphora pyrrha,0.27
slb,4207,metaxia rugulosa,0.61
slb,4208,metaxia taeniolata,0.4
slb,4210,quinnia ionica,0.46
slb,4228,atlanta peronii,1.1
slb,4229,atlanta inclinata,0.5
slb,4233,atlanta pulchella,0.125
slb,4234,atlanta peronii,1
slb,4235,protatlanta souleyeti,0.2
slb,4238,carinaria lamarckii,11.5
slb,4241,cardiapoda placenta,2.5
slb,4242,pterotrachea hippocampus,6.5
slb,4244,pterotrachea coronata,26
slb,4246,pterotrachea scutata,20
slb,4249,amauropsis islandica,4
slb,4250,tectonatica pusilla,0.8
slb,4250,euspira pallida,0.8
slb,4251,naticarius canrena,6.5
slb,4252,natica marochiensis,3
slb,4253,natica perlineata,1.85
slb,4254,natica livida,2.1
slb,4255,vexillum dermestinum,1.7
slb,4256,vexillum epiphaneum,2.89
slb,4257,atlantilux exigua,0.5
slb,4258,vexillum hendersoni,1.98
slb,4259,nodicostellaria laterculata,1.8
slb,4260,atlantilux puella,1
slb,4261,vexillum pulchellum,2.1
slb,4262,vexillum sykesi,1.3
slb,4263,vexillum trophonium,1.93
slb,4264,isara straminea,3.1
slb,4316,hinea lineata,1
slb,4317,planaxis sulcatus,3
slb,4319,modulus modulus,1.65
slb,4322,trochomodulus carchedonius,1.7
slb,4326,lampanella minima,2.1
slb,4328,cerithideopsis costata,2.1
slb,4330,cerithideopsis pliculosa,2.7
slb,4331,cerithideopsis scalariformis,3
slb,4333,cerithidea decollata,3.6
slb,4334,alaba incerta,1
slb,4340,lirobittium attenuatum,1.5
slb,4341,neostylidium eschrichtii,2
slb,4343,bittiolum alternatum,6
slb,4344,bittium reticulatum,1
slb,4367,bittiolum varium,6.5
slb,4374,retilaskeya emersonii,11.4
slb,4375,cerithiopsis greenii,0.46
slb,4377,cerithiopsis fusiformis,0.28
slb,4381,cerithiopsis serina,0.45
slb,4387,cerithiopsis vanhyningi,0.3
slb,4388,cerithiopsis vicola,0.29
slb,4389,cerithiopsis virginica,0.29
slb,4394,litiopa melanostoma,0.6
slb,4395,cerithium atratum,5
slb,4396,cerithium litteratum,3.4
slb,4397,cerithium eburneum,4.3
slb,4401,cerithium guinaicum,4.5
slb,4402,cerithium lutosum,2
slb,4407,cerithium muscarum,2.6
slb,4414,cerithiella metula,1.1
slb,4416,cerithiella producta,0.85
slb,4417,finella dubia,0.45
slb,4418,finella adamsi,0.4
slb,4432,cosmotriphora melanura,8.5
slb,4433,marshallora nigrocincta,8
slb,4435,nototriphora decorata,12
slb,4436,iniforis turristhomae,7
slb,4437,triphora lilacina,0.9
slb,4441,triphora intermedia,1.1
slb,4442,triphora longissima,2.79
slb,4444,janthina exigua,1.53
slb,4446,janthina globosa,2
slb,4447,janthina pallida,2.4
slb,4448,janthina janthina,3.7
slb,4449,recluzia rollandiana,2.5
slb,4451,aclis tenuis,0.38
slb,4456,hemiaclis carolinensis,0.47
slb,4457,aclis conula,0.37
slb,4458,aclis cubana,0.4
slb,4459,aclis sarissa,0.78
slb,4460,costaclis egregia,1.3
slb,4461,aclis eolis,0.4
slb,4462,hemiaclis georgiana,0.3
slb,4463,costaclis hyalina,1.07
slb,4464,umbilibalcis lata,5.5
slb,4465,aclis marguerita,0.95
slb,4468,aclis stilifer,0.5
slb,4469,aclis pyramida,0.2
slb,4470,aclis rhyssa,0.6
slb,4471,aclis rushi,0.27
slb,4473,melanella eulimoides,1.6
slb,4474,melanella gracilis,0.61
slb,4492,anachis albella,5.3
slb,4496,anachis fenneli,0.76
slb,4502,anachis pulchella,9
slb,4504,anachis rhodae,0.8
slb,4507,costoanachis semiplicata,1.42
slb,4513,aesopus stearnsii,0.6
slb,4525,cosmioconcha calliglypta,0.73
slb,4575,pleurotomella packardii,2.2
slb,4576,pleurotomella pandionis,4.3
slb,4577,pleurotomella sandersoni,0.65
slb,4580,pleurotomella vaginata,0.53
slb,4586,eulima bifasciata,1.06
slb,4587,pseudonebularia semiferruginea,3.3
slb,4595,subcancilla larranagai,5
slb,4598,graphicomassa margarita,0.95
slb,4599,mitrella albuginosa,1.100000023841858
slb,4600,mitrella fusiformis,0.7
slb,4601,mitrella rorida,0.5
slb,4605,costoanachis translirata,1.6
slb,4606,parvanachis obesa,0.89
slb,4608,costoanachis hotessieriana,0.77
slb,4610,costoanachis floridana,1.22
slb,4611,costoanachis floridana,1.22
slb,4613,cosmioconcha nitens,1.45
slb,4614,nassarina glypta,0.58
slb,4619,nassarina bushiae,0.915
slb,4620,nassarina metabrunnea,0.8
slb,4623,nitidella nitida,1.6
slb,4628,trigonostoma tenerum,3.9
slb,4629,bivetopsia rugosa,2.5
slb,4630,agatrix agassizii,1.35
slb,4631,benthobia tryonii,1.3
slb,4635,granulina hadria,0.26
slb,4639,prunum apicinum,1.4
slb,4640,dentimargo perexilis,0.34
slb,4641,prunum roscidum,1.6
slb,4642,gibberula catenata,0.7
slb,4643,gibberula fluctuata,0.7
slb,4644,persicula pulcherrima,0.9
slb,4647,hyalina pallida,1
slb,4648,volvarina styria,0.8
slb,4651,volvarina albolineata,1.23
slb,4655,microeulima hemphillii,5
slb,4657,eulima fulvocincta,0.66
slb,4659,niso aeglees,2.1
slb,4660,niso hendersoni,4.53
slb,4667,fossarus elegans,0.53
slb,4668,haplocochlias bellus,0.35
slb,4669,vanikoro cancellata,2.5
slb,4672,vanikoro oxychone,0.4
slb,4674,hipponix antiquatus,2
slb,4678,hipponix cranioides,2
slb,4680,hipponix subrufus,1.3
slb,4681,antisabia foliacea,2
slb,4688,trichotropis bicarinata,3.7
slb,4689,ariadnaria insignis,2.5
slb,4690,ariadnaria borealis,2.2
slb,4691,trichotropis cancellata,3
slb,4697,gutturnium muricinum,7
slb,4698,monoplex nicobaricus,7.75
slb,4699,reticutriton pfeifferianus,6.05
slb,4700,ranularia pyrum,11.25
slb,4701,septa rubecula,5
slb,4702,ranularia sarcostoma,8
slb,4703,ranularia testudinaria,9
slb,4705,monoplex aquatilis,12
slb,4706,monoplex comptus,3.56
slb,4708,ranularia rehderi,9.2
slb,4709,turritriton tenuiliratus,6.5
slb,4710,distorsio clathrata,7.9
slb,4712,distorsio perdistorta,7.85
slb,4714,astyris raveneli,9.5
slb,4716,mitrella appressa,0.6
slb,4718,mitrella dichroa,0.68
slb,4720,mitrella baccata,1.35
slb,4725,mitrella cruenta,0.4
slb,4728,astyris diaphana,1.2
slb,4730,mitrella embusa,0.45
slb,4731,mitrella enida,0.6
slb,4732,mitrella euribia,0.4
slb,4733,mitrella georgiana,0.5
slb,4738,astyris multilineata,4.5
slb,4740,trichotropis conica,1.76
slb,4742,verticosta migrans,1
slb,4743,capulus ungaricus,5
slb,4746,calyptraea fastigiata,2.5
slb,4747,calyptraea centralis,1.5
slb,4748,calyptraea chinensis,2.5
slb,4751,crepidula nummaria,4
slb,4753,crepidula adunca,4.63
slb,4754,crepidula fornicata,4.2
slb,4755,crepidula convexa,2
slb,4757,crepidula plana,4
slb,4759,crepidula perforans,3.8
slb,4760,crepidula maculosa,3.5
slb,4773,crucibulum striatum,3.4
slb,4774,crucibulum auricula,2.9
slb,4780,crucibulum scutellatum,3.5
slb,4785,cheilea equestris,3.15
slb,4787,xenophora conchyliophora,7.2
slb,4788,onustus caribaeus,11.6
slb,4789,onustus longleyi,15
slb,4793,lamellaria perspicua,2
slb,4794,lamellaria leucosphaera,1.6
slb,4796,lamellaria pellucida,1.28
slb,4800,lamellaria koto,1.8
slb,4801,onchidiopsis glacialis,1.8
slb,4803,onchidiopsis corys,2
slb,4804,onchidiopsis kingmaruensis,2.4
slb,4805,piliscus commodus,2.2
slb,4806,velutina velutina,2.0435
slb,4809,velutina plicatilis,2.7
slb,4810,ciliatovelutina lanigera,1.8
slb,4815,limneria prolongata,2
slb,4818,marsenina ampla,1.1
slb,4819,marsenina glabra,1.8
slb,4822,marsenina globosa,1.55
slb,4825,macrocypraea cervus,19
slb,4826,luria cinerea,4.4
slb,4828,propustularia surinamensis,4.1
slb,4834,muracypraea mus,6.7
slb,4837,neobernaya spadicea,7.5
slb,4838,macrocypraea zebra,13.3
slb,4839,cyphoma gibbosum,3.8
slb,4840,cyphoma mcgintyi,3.95
slb,4843,cyphoma signatum,4.5
slb,4844,polinices hepaticus,5.1
slb,4845,polinices lacteus,4
slb,4850,polinices leptaleus,0.89
slb,4851,euspira nubila,1.3
slb,4852,polinices otis,2.4
slb,4855,polinices uberinus,2
slb,4856,sinum perspectivum,5.1
slb,4857,sinum maculatum,3.5
slb,4859,sinum minus,1.3
slb,4861,tectonatica pusilla,0.8
slb,4862,neverita duplicata,8.2
slb,4865,lunatia fringilla,0.7
slb,4867,sigatica carolinensis,0.58
slb,4868,sigatica semisulcata,1.5
slb,4869,stigmaulax sulcatus,3.8
slb,4871,euspira heros,11.5
slb,4872,polinices immaculatus,1
slb,4873,euspira levicula,3.2
slb,4874,euspira tenuis,2.4
slb,4875,euspira triseriata,3.3
slb,4877,haliotinella patinaria,1.4
slb,4880,sconsia nephele,4.8
slb,4881,cassis cornuta,36
slb,4882,cassis madagascariensis,35
slb,4883,cassis flammea,15.4
slb,4884,cassis tuberosa,30.1
slb,4885,semicassis granulata,12.1
slb,4887,cypraecassis testiculus,9.25
slb,4888,casmaria ponderosa,7
slb,4889,fusitriton oregonensis,15
slb,4890,monoplex parthenopeus,18
slb,4891,turritriton labiosus,2.75
slb,4894,monoplex vespaceus,4.55
slb,4895,linatella caudata,6.2
slb,4896,monoplex macrodon,14
slb,4896,monoplex pilearis,14
slb,4897,phrontis antillarum,1.2
slb,4899,tritia reticulata,2.6
slb,4900,nassarius consensus,1.46
slb,4904,nassarius arcularia,4
slb,4923,nassarius scissuratus,1.5
slb,4927,phrontis polygonata,1.6
slb,4929,ptychatractus ligatus,1.8
slb,4930,cinctura lilium,8.8
slb,4931,fasciolaria bullisi,13.4
slb,4932,fasciolaria tulipa,25
slb,4933,triplofusus giganteus,111.14
slb,4936,pyrgocythara filosa,0.65
slb,4937,pyrgocythara hemphilli,0.89
slb,4938,pyrgocythara plicosa,1.32
slb,4951,azorilla lottae,1.15
slb,4952,pleurotomella hadria,2.8
slb,4953,pleurotomella corrida,0.47
slb,4962,pleurotomella imitator,0.3
slb,4963,gymnobela illicita,0.35
slb,4964,monoplex pilearis,8
slb,4969,cymatium femorale,21.2
slb,4973,charonia variegata,36.2
slb,4974,charonia tritonis,50
slb,4975,linatella caudata,10
slb,4977,bursa bufonia,8
slb,4980,alanbeuella corrugata,7.5
slb,4982,dulcerana granularis,4.8
slb,4985,bursa grayana,2.8
slb,4987,lampasopsis rhodostoma,3
slb,4988,marsupina bufo,6
slb,4990,tonna galea,24.75
slb,4993,eucorys bartschi,13.5
slb,4994,oocorys sulcata,5.1
slb,4995,eucorys barbouri,6.5
slb,4997,oocorys verrillii,3.2
slb,4999,eudolium crosseanum,8.1
slb,5000,dalium solidum,6.5
slb,5002,ficus ficus,13
slb,5005,tenagodus squamatus,17
slb,5011,niveria maltbiana,1.3
slb,5012,niveria nix,1.15
slb,5021,pseudopusula antillarum,0.6
slb,5027,amphithalamus vallei,0.125
slb,5039,barleeia tincta,0.28
slb,5041,caelatura rustica,0.3
slb,5045,microvoluta blakeana,1
slb,5047,ceratostoma foliatum,9
slb,5055,ocenebra erinaceus,6.5
slb,5056,favartia minirosea,7.7
slb,5057,murexsul emipowlusi,10
slb,5069,urosalpinx cinerea,5.15
slb,5070,eupleura tampaensis,2.5
slb,5072,vokesinotus perrugatus,3.2
slb,5073,urosalpinx macra,1.3
slb,5096,nucella canaliculata,4
slb,5097,nucella lamellosa,8
slb,5098,nucella emarginata,2.8
slb,5099,nucella lima,3
slb,5100,nucella lapillus,4
slb,5101,eupleura caudata,2.8
slb,5102,eupleura sulcidentata,2.5
slb,5114,thais nodosa,9.26
slb,5117,boreotrophon clathratus,3.7
slb,5119,scabrotrophon stuarti,6
slb,5121,trophonopsis orpheus,2.5
slb,5135,hexaplex fulvescens,18.5
slb,5137,siratus beauii,12
slb,5138,favartia cellulosa,2.9
slb,5140,siratus ciboney,59
slb,5142,favartia hidalgoi,3.8
slb,5143,siratus formosus,8
slb,5144,trophonopsis muricata,3.178
slb,5146,aspella senex,1.4
slb,5150,dermomurex elizabethae,2
slb,5152,favartia cellulosa,2.9
slb,5153,favartia alveata,2.2
slb,5154,favartia minirosea,0.77
slb,5155,calotrophon ostrearum,3
slb,5157,attiliosa philippiana,1.9
slb,5159,calotrophon andrewsi,2
slb,5161,murexsul oxytatus,4
slb,5163,pteropurpura bequaerti,3.9
slb,5168,acanthotrophon striatoides,2.48
slb,5171,timbellus phaneus,1.7
slb,5172,pterynotus ariomus,2.4
slb,5176,timbellus phyllopterus,10
slb,5185,chicoreus florifer,8.4
slb,5186,chicoreus mergus,5.7
slb,5187,dermomurex elizabethae,2
slb,5188,dermomurex pauperculus,3
slb,5190,murexiella glypta,2.53
slb,5191,murexiella hidalgoi,3.8
slb,5192,murexiella levicula,1.8
slb,5193,murexiella macgintyi,4
slb,5198,paziella pazi,4.7
slb,5199,paziella nuttingi,4.4
slb,5202,tripterotyphis triangularis,4.2
slb,5206,claremontiella nodulosa,2
slb,5207,trachypollia sclera,1.63
slb,5208,typhinellus labiatus,3.1
slb,5209,coralliophila caribaea,3.5
slb,5210,coralliophila scalariformis,3.3
slb,5212,coralliophila aberrans,2.3
slb,5214,babelomurex fax,2.44
slb,5219,coralliophila galea,4.1
slb,5223,babelomurex dalli,55
slb,5224,babelomurex juliae,2.82
slb,5227,babelomurex dalli,5.5
slb,5228,babelomurex mansfieldi,3.1
slb,5230,amphissa columbiana,2.5
slb,5235,amphissa versicolor,1.5
slb,5237,astyris rosacea,1.3
slb,5243,astyris lunata,5.4
slb,5244,mitrella ocellata,1.3
slb,5245,mitrella perlucida,0.5
slb,5246,mitrella profundi,8
slb,5247,neotiara nodulosa,5
slb,5253,heilprinia timessa,15.8
slb,5255,aristofusus helenae,10
slb,5256,aristofusus couei,13
slb,5257,heilprinia dowiana,16.3
slb,5258,fusinus alcimus,1.5
slb,5259,aristofusus stegeri,12
slb,5263,fusinus aepynotus,2.4
slb,5264,fusinus amphiurgus,1.4
slb,5265,fusinus benthalis,1.7
slb,5268,leucozonia nassa,6.82
slb,5269,leucozonia ocellata,3.77
slb,5270,dolicholatirus pauli,3
slb,5275,olivella mica,1.4
slb,5276,olivella minuta,1.2
slb,5277,olivella bullula,1.02
slb,5278,olivella watermani,1.5
slb,5279,olivella floralia,1.5
slb,5280,olivella acteocina,0.4
slb,5288,olivella fuscocincta,0.95
slb,5292,olivella macgintyi,1.18
slb,5293,olivella mutica,1.72
slb,5294,olivella moorei,0.8
slb,5295,olivella nivea,3.4
slb,5296,olivella perplexa,0.5
slb,5297,olivella minuta,1.8
slb,5299,olivella pusilla,1.1
slb,5300,olivella rosolina,0.82
slb,5301,olivella rotunda,2.5
slb,5305,olivella stegeri,1.12
slb,5313,oenopota subvitrea,1.35
slb,5320,alia carinata,1
slb,5323,columbella rusticoides,1.45
slb,5324,columbella mercatoria,2.35
slb,5327,decipifus sixaolus,0.5
slb,5328,seminella varia,1.5
slb,5332,buccinum scalariforme,8.4
slb,5344,buccinum glaciale,8
slb,5352,buccinum polare,6.7
slb,5353,buccinum ciliatum,3.2
slb,5354,buccinum plectrum,6
slb,5363,buccinum ciliatum,4.5
slb,5371,buccinum undatum,10.16
slb,5373,buccinum abyssorum,5.5
slb,5374,buccinum belcheri,5.6
slb,5375,buccinum cyaneum,5.8
slb,5377,buccinum humphreysianum,5.5
slb,5378,buccinum hydrophanum,7
slb,5380,buccinum micropoma,3.38
slb,5390,hesperisternia multangulus,3.15
slb,5391,anna massena,1
slb,5392,bailya parva,2
slb,5394,bailya intricata,1.8
slb,5396,minibraria monroei,0.72
slb,5397,colubraria obscura,4.9
slb,5398,colubraria testacea,4.02
slb,5400,pisania pusio,4.8
slb,5401,engina turbinella,1.5
slb,5403,engina corinnae,1.3
slb,5405,engoniophos unicinctus,2.2
slb,5407,bartschia agassizi,3.73
slb,5408,bartschia canetae,6.8
slb,5410,kelletia kelletii,17.5
slb,5423,beringius turtoni,10
slb,5445,anomalisipho martensi,1.03
slb,5451,colus pubescens,8
slb,5453,colus pygmaeus,2
slb,5454,colus stimpsoni,13
slb,5458,colus gracilis,9.2
slb,5459,colus jeffreysianus,14.442
slb,5468,colus islandicus,12.455
slb,5470,retifusus latericeus,2.5
slb,5475,colus perminutus,0.9
slb,5477,colus rushii,1.1
slb,5490,mohnia simplex,1.4
slb,5493,mohnia carolinensis,15
slb,5496,neptunea lyrata,16.5
slb,5499,neptunea smirnia,11
slb,5503,neptunea communis,12.3
slb,5507,neptunea antiqua,16.3
slb,5508,neptunea despecta,11
slb,5510,sinistrofulgur perversum,20.5
slb,5511,lindafulgur candelabrum,23.2
slb,5512,busycoarctum coarctatum,10.7
slb,5513,sinistrofulgur laeostomum,25.8
slb,5514,sinistrofulgur pulleyi,20
slb,5515,busycotypus canaliculatus,15.529999732971191
slb,5516,fulguropsis spirata,13.1
slb,5517,fulguropsis plagosa,10
slb,5518,melongena corona,20.5
slb,5520,phrontis vibex,1.8809999823570251
slb,5521,ilyanassa trivittata,2.49
slb,5522,ilyanassa obsoleta,3.36
slb,5524,nassarius acutus,1.5
slb,5526,phrontis alba,1.2
slb,5529,propebela turricula,0.95
slb,5547,olivella thompsoni,1.1
slb,5548,oliva sayana,9.1
slb,5549,oliva reticularis,4.5
slb,5550,oliva scripta,4.7
slb,5551,jaspidella blanesi,1
slb,5552,jaspidella jaspidea,2.3
slb,5553,jaspidella miris,0.89
slb,5557,morum dennisoni,5.4
slb,5559,morum oniscus,2.5
slb,5561,scaphella junonia,11.4
slb,5562,scaphella dubia,9.8
slb,5563,scaphella gouldiana,7.4
slb,5565,scaphella aguayoi,11.3
slb,5566,scaphella torrei,11.6
slb,5567,scaphella evelina,24
slb,5568,enaeta cylleniformis,2.2
slb,5576,microcancilla microscopica,0.43
slb,5578,brocchinia nodosa,1.2
slb,5583,cancellaria reticulata,5.5
slb,5584,volvarina avena,1.27
slb,5585,volvarina subtriplicata,0.94
slb,5588,dentimargo aureocinctus,0.47
slb,5589,dentimargo eburneolus,0.9
slb,5599,vasum muricatum,12.5
slb,5601,vasum capitellum,6.5
slb,5603,volutomitra groenlandica,4.7
slb,5605,vexillum histrio,1.9
slb,5607,atlantilux gemmata,0.7
slb,5609,vexillum styria,1.9
slb,5612,atrimitra idae,7.5
slb,5613,probata barbadensis,4.5
slb,5646,brachycythara biconica,0.6
slb,5649,mangelia ceroplasta,0.55
slb,5668,mangelia lastica,1.1
slb,5670,mangelia loraeformis,0.45
slb,5684,mangelia rhabdea,0.45
slb,5689,stellatoma stellata,0.89
slb,5691,teretia megalembryon,0.4
slb,5692,mangelia subcircularis,0.8
slb,5700,mangelia subsida,1.3
slb,5744,propebela cancellata,1.65
slb,5768,kurtziella atrostyla,0.9
slb,5770,kurtziella cerina,1
slb,5771,kurtziella limonitella,1
slb,5776,kurtziella perryae,0.65
slb,5777,kurtziella serga,1.4
slb,5779,kurtziella accinctus,0.95
slb,5780,polystira tellea,10
slb,5781,polystira albida,11.6
slb,5782,polystira vibex,6
slb,5783,nannodiella vespuciana,0.6
slb,5785,nannodiella oxia,0.5
slb,5788,pyrgospira tampaensis,3.2
slb,5795,pyrgospira candace,1.04
slb,5798,crassispira cubana,2.7
slb,5820,crassispira nigrescens,0.76
slb,5827,crassispira rhythmica,1.5
slb,5843,cochlespira radiata,3.2
slb,5844,cochlespira elegans,6
slb,5846,hindsiclava alesidota,5.3
slb,5856,daphnella lymneiformis,1.9
slb,5858,daphnella leucophlegma,1.03
slb,5859,daphnella corbicula,1.12
slb,5860,daphnella retifera,0.72
slb,5861,gymnobela chyta,0.8
slb,5862,daphnella reticulosa,1.15
slb,5864,daphnella eugrammata,0.9
slb,5865,daphnella grundifera,0.52
slb,5870,compsodrillia tristicha,2.3
slb,5872,inodrillia aepynota,1.56
slb,5873,cymatosyrinx carpenteri,0.7
slb,5874,inodrillia dalli,1.95
slb,5875,inodrillia nucleata,1.35
slb,5876,inodrillia hesperia,1.48
slb,5877,inodrillia acova,0.87
slb,5878,inodrillia avira,1.01
slb,5879,inodrillia gibba,0.67
slb,5880,inodrillia martha,1.72
slb,5881,inodrillia hatterasensis,1.7
slb,5882,inodrillia miamia,1.45
slb,5883,inodrillia vetula,0.8
slb,5884,inodrillia ino,0.81
slb,5885,inodrillia dido,0.8
slb,5886,inodrillia hilda,1.12
slb,5906,neodrillia cydia,2.05
slb,5912,splendrillia bartschi,1.05
slb,5924,clavus johnsoni,3.1
slb,5925,clavus flammulatus,5
slb,5926,eubela limacina,1.1
slb,5927,eubela mcgintyi,0.54
slb,5928,eubela calyx,0.5
slb,5937,turbonilla rathbuni,1.35
slb,5941,turbonilla reticulata,0.32
slb,5942,turbonilla rhea,0.62
slb,5950,clio recurva,3
slb,5951,clio chaptalii,1.9
slb,5952,creseis acicula,3.3
slb,5953,creseis virgula,0.7
slb,5954,boasia chierchiae,0.25
slb,5959,styliola subula,1.3
slb,5961,hyalocylis striata,0.8
slb,5962,peracle reticulata,0.6
slb,5972,lienardia mighelsi,1.2000000476837158
slb,5983,gemmula monilifera,3
slb,5987,cryptogemma periscelida,4.05
slb,6037,cylichna alba,0.699999988079071
slb,6040,cylichna gouldii,0.76
slb,6041,cylichna verrillii,0.75
slb,6042,cylichnella oryza,0.38
slb,6044,cylichna eburnea,0.6
slb,6046,cylichna vortex,2.9
slb,6048,cylichna attonsa,7
slb,6051,scaphander punctostriatus,3.6
slb,6052,scaphander watsoni,4.25
slb,6053,scaphander lignarius,4.5
slb,6054,scaphander pilsbryi,3.1
slb,6055,scaphander bathymophila,3.9
slb,6056,scaphander darius,2.3
slb,6060,praephiline finmarchica,0.9
slb,6063,philine sagra,0.6
slb,6064,laona quadrata,0.6
slb,6071,bathytoma viabrunnea,7
slb,6091,drilliola loprestiana,0.87
slb,6092,fenimorea fucata,2.7
slb,6093,decoradrillia pulchella,2.55
slb,6094,fenimorea janetae,3.78
slb,6096,glyphoturris quadrata,0.6
slb,6098,glyphoturris eritima,0.8
slb,6099,glyphoturris rugirima,0.8
slb,6100,granoturris presleyi,0.47
slb,6101,gymnobela agassizii,3.05
slb,6102,miraclathurella herminea,2.1
slb,6103,mitrolumna biplicata,0.8
slb,6106,pilsbryspira leucocyma,1.4
slb,6107,pilsbryspira monilis,1.25
slb,6120,turbonilla interrupta,0.8
slb,6121,turbonilla buteonis,0.85
slb,6124,turbonilla portoricana,0.47
slb,6125,turbonilla conradi,1.2
slb,6126,turbonilla dalli,1.2
slb,6127,turbonilla hemphilli,1.34
slb,6129,turbonilla abrupta,0.4
slb,6129,turbonilla nesiotes,0.4
slb,6136,turbonilla aequalis,0.5
slb,6138,turbonilla alfredi,0.75
slb,6155,turbonilla belotheca,1.4
slb,6157,turbonilla bushiana,1.2
slb,6173,conus daucus,7.3
slb,6174,conasprella delessertii,10
slb,6177,turbonilla sirena,0.73
slb,6182,turbonilla sumneri,0.33
slb,6185,daphnella margaretae,1.5
slb,6189,neoterebra rushii,1.7
slb,6190,neoterebra vinosa,2.2
slb,6191,hastula cinerea,6.8
slb,6192,hastula hastata,3.7
slb,6193,hastula maryleeae,2.5
slb,6194,hastula salleana,4
slb,6196,mitromica foveata,0.83
slb,6222,turbonilla melea,0.33
slb,6223,turbonilla mighelsi,0.38
slb,6224,turbonilla miona,0.42
slb,6227,turbonilla multicostata,0.42
slb,6228,turbonilla myia,0.79
slb,6233,turbonilla nivea,0.71
slb,6234,turbonilla nonica,0.49
slb,6236,turbonilla obeliscus,0.64
slb,6236,turbonilla secura,0.64
slb,6242,cerodrillia perryae,1.29
slb,6243,cerodrillia thea,1.5
slb,6244,cerodrillia girardi,1.28
slb,6250,lissodrillia verrillii,0.55
slb,6255,pyrgospira ostrearum,2.3
slb,6257,fenimorea moseri,3
slb,6259,syntomodrillia lissotropis,0.7
slb,6260,syntomodrillia woodringi,1.82
slb,6263,cryoturris fargoi,1.8
slb,6264,cryoturris cerinella,1.18
slb,6267,cryoturris quadrilineata,1
slb,6269,brachycythara barbarae,0.35
slb,6271,ithycythara parkeri,0.6
slb,6273,ithycythara cymella,2
slb,6274,ithycythara lanceolata,1.12
slb,6275,ithycythara psila,0.6
slb,6276,glyphostoma gabbii,1.75
slb,6279,glyphostoma dentiferum,3.2
slb,6280,glyphostoma elsae,1.43
slb,6281,glyphostoma golfoyaquense,2
slb,6283,glyphostoma pilsbryi,0.95
slb,6284,bellaspira pentagonalis,0.7
slb,6285,bellaspira grippi,1.3
slb,6286,bactrocythara asarca,0.6
slb,6288,compsodrillia eucosmia,2.4
slb,6289,compsodrillia acestra,1.9
slb,6293,compsodrillia disticha,2.66
slb,6296,compsodrillia haliostrephis,1.95
slb,6297,saccharoturris monocingulata,0.68
slb,6299,clathrodrillia solida,2
slb,6303,viridrillia cervina,1.04
slb,6304,viridrillia hendersoni,1.09
