sciname,aphia_id,valid_sciname
eledone gaucha,341934,eledone gaucha
eledone massyae,341935,eledone massyae
eledone moschata,140601,eledone moschata
eledone palari,341937,eledone palari
eledone schultzei,534522,eledone schultzei
enoploteuthis anapsis,342295,enoploteuthis anapsis
enoploteuthis chunii,342296,enoploteuthis chunii
enoploteuthis galaxias,342297,enoploteuthis galaxias
enoploteuthis higginsi,342298,enoploteuthis higginsi
enoploteuthis jonesi,342299,enoploteuthis jonesi
enoploteuthis leptura,342300,enoploteuthis leptura
enoploteuthis magnoceani,410360,enoploteuthis magnoceani
enoploteuthis obliqua,342301,enoploteuthis obliqua
enoploteuthis octolineata,342302,enoploteuthis octolineata
enoploteuthis reticulata,342303,enoploteuthis reticulata
enoploteuthis semilineata,342304,enoploteuthis semilineata
enteroctopus dofleini,342305,enteroctopus dofleini
enteroctopus magnificus,535784,enteroctopus magnificus
enteroctopus megalocyathus,342307,enteroctopus megalocyathus
enteroctopus zealandicus,534424,enteroctopus zealandicus
euaxoctopus panamensis,342309,euaxoctopus panamensis
euaxoctopus pillsburyae,342310,euaxoctopus pillsburyae
euaxoctopus scalenus,342311,euaxoctopus scalenus
eucleoteuthis luminosa,342313,eucleoteuthis luminosa
eumandya parva,1437794,eumandya parva
eumandya phenax,1437795,eumandya phenax
euprymna albatrossae,342314,euprymna albatrossae
euprymna berryi,342315,euprymna berryi
euprymna brenneri,1396783,euprymna brenneri
euprymna hoylei,342316,euprymna hoylei
euprymna hyllebergi,410361,euprymna hyllebergi
euprymna megaspadicea,387694,euprymna megaspadicea
euprymna morsei,342317,euprymna morsei
euprymna penares,342318,euprymna penares
euprymna scolopes,342322,euprymna scolopes
euprymna stenodactyla,342323,euprymna stenodactyla
euprymna tasmanica,342324,euprymna tasmanica
filippovia knipovitchi,550403,filippovia knipovitchi
galeoctopus lateralis,457973,galeoctopus lateralis
galiteuthis armata,153063,galiteuthis armata
galiteuthis glacialis,325297,galiteuthis glacialis
galiteuthis pacifica,341806,galiteuthis pacifica
galiteuthis phyllura,341807,galiteuthis phyllura
galiteuthis suhmi,341808,galiteuthis suhmi
gonatopsis borealis,342326,gonatopsis borealis
gonatopsis japonicus,342327,gonatopsis japonicus
gonatopsis makko,342328,gonatopsis makko
gonatopsis octopedatus,342329,gonatopsis octopedatus
gonatopsis okutanii,342330,gonatopsis okutanii
gonatus antarcticus,325300,gonatus antarcticus
gonatus berryi,341855,gonatus berryi
gonatus californiensis,341856,gonatus californiensis
gonatus fabricii,153097,gonatus fabricii
gonatus kamtschaticus,341857,gonatus kamtschaticus
gonatus madokai,341858,gonatus madokai
gonatus middendorffi,410362,gonatus middendorffi
gonatus onyx,341859,gonatus onyx
gonatus oregonensis,341860,gonatus oregonensis
gonatus pyros,341861,gonatus pyros
gonatus steenstrupi,140027,gonatus steenstrupi
gonatus ursabrunae,341862,gonatus ursabrunae
graneledone antarctica,325322,graneledone antarctica
graneledone boreopacifica,342222,graneledone boreopacifica
graneledone challengeri,342223,graneledone challengeri
graneledone gonzalezi,342224,graneledone gonzalezi
graneledone macrotyla,342225,graneledone macrotyla
graneledone taniwha,342226,graneledone taniwha
graneledone verrucosa,157019,graneledone verrucosa
graneledone yamana,342227,graneledone yamana
grimalditeuthis bonplandii,238742,grimalditeuthis bonplandii
grimpella thaumastocheir,342331,grimpella thaumastocheir
grimpoteuthis abyssicola,342079,grimpoteuthis abyssicola
grimpoteuthis bathynectes,342082,grimpoteuthis bathynectes
grimpoteuthis boylei,153093,grimpoteuthis boylei
grimpoteuthis challengeri,153073,grimpoteuthis challengeri
grimpoteuthis discoveryi,153084,grimpoteuthis discoveryi
grimpoteuthis hippocrepium,342086,grimpoteuthis hippocrepium
grimpoteuthis innominata,410363,grimpoteuthis innominata
grimpoteuthis meangensis,342088,grimpoteuthis meangensis
grimpoteuthis megaptera,157020,grimpoteuthis megaptera
grimpoteuthis pacifica,342089,grimpoteuthis pacifica
grimpoteuthis plena,157021,grimpoteuthis plena
grimpoteuthis tuftsi,342090,grimpoteuthis tuftsi
grimpoteuthis umbellata,153141,grimpoteuthis umbellata
grimpoteuthis wuelkeri,153094,grimpoteuthis wuelkeri
haliphron atlanticus,341781,haliphron atlanticus
hapalochlaena fasciata,342332,hapalochlaena fasciata
hapalochlaena lunulata,342333,hapalochlaena lunulata
hapalochlaena maculosa,342334,hapalochlaena maculosa
hapalochlaena nierstraszi,342335,hapalochlaena nierstraszi
helicocranchia papillata,225820,helicocranchia papillata
helicocranchia pfefferi,139424,helicocranchia pfefferi
heterololigo bleekeri,574562,heterololigo bleekeri
heteroteuthis atlantis,579011,heteroteuthis atlantis
heteroteuthis dagamensis,342188,heteroteuthis dagamensis
heteroteuthis dispar,141446,heteroteuthis dispar
heteroteuthis hawaiiensis,342189,heteroteuthis hawaiiensis
heteroteuthis nordopacifica,579010,heteroteuthis nordopacifica
heteroteuthis ryukyuensis,457727,heteroteuthis ryukyuensis
heteroteuthis serventyi,342190,heteroteuthis serventyi
histioteuthis atlantica,341864,histioteuthis atlantica
histioteuthis berryi,410364,histioteuthis berryi
histioteuthis bonnellii,140111,histioteuthis bonnellii
histioteuthis celetaria,341866,histioteuthis celetaria
histioteuthis cerasina,410365,histioteuthis cerasina
histioteuthis corona,140112,histioteuthis corona
histioteuthis eltaninae,341867,histioteuthis eltaninae
histioteuthis heteropsis,341868,histioteuthis heteropsis
histioteuthis inermis,410366,histioteuthis inermis
histioteuthis macrohista,341870,histioteuthis macrohista
histioteuthis meleagroteuthis,140115,histioteuthis meleagroteuthis
histioteuthis miranda,341871,histioteuthis miranda
histioteuthis oceani,341872,histioteuthis oceani
histioteuthis pacifica,410367,histioteuthis pacifica
histioteuthis reversa,181381,histioteuthis reversa
histoctopus discus,457974,histoctopus discus
histoctopus zipkasae,457975,histoctopus zipkasae
hyaloteuthis pelagica,342337,hyaloteuthis pelagica
idiosepius hallami,1055538,idiosepius hallami
idiosepius minimus,342341,idiosepius minimus
idiosepius paradoxus,342343,idiosepius paradoxus
idiosepius pygmaeus,342345,idiosepius pygmaeus
idiosepius thailandicus,342346,idiosepius thailandicus
illex argentinus,342064,illex argentinus
illex coindetii,140621,illex coindetii
illex illecebrosus,153087,illex illecebrosus
illex oxygonius,157022,illex oxygonius
inioteuthis japonica,342348,inioteuthis japonica
inioteuthis maculosa,342349,inioteuthis maculosa
iridoteuthis iris,342350,iridoteuthis iris
iridoteuthis lophia,1523138,iridoteuthis lophia
iridoteuthis merlini,1523137,iridoteuthis merlini
japetella diaphana,138849,japetella diaphana
japetella heathi,341790,japetella heathi
japetella prismatica,1329237,japetella prismatica
joubiniteuthis portieri,879785,joubiniteuthis portieri
lampadioteuthis megaleia,181378,lampadioteuthis megaleia
leachia atlantica,139425,leachia atlantica
leachia cyclura,225819,leachia cyclura
leachia danae,559389,leachia danae
leachia dislocata,341813,leachia dislocata
leachia ellipsoptera,341814,leachia ellipsoptera
leachia lemur,157024,leachia lemur
leachia pacifica,341815,leachia pacifica
leachia rynchophorus,341816,leachia rynchophorus
lepidoteuthis grimaldii,140193,lepidoteuthis grimaldii
liguriella podophthalma,342354,liguriella podophthalma
liocranchia reinhardtii,341818,liocranchia reinhardtii
liocranchia valdiviae,341819,liocranchia valdiviae
loligo forbesii,140270,loligo forbesii
loligo reynaudii,220316,loligo reynaudii
loligo vulgaris,140271,loligo vulgaris
loliolus affinis,342356,loliolus affinis
loliolus beka,410369,loliolus beka
loliolus hardwickei,342357,loliolus hardwickei
loliolus japonica,410370,loliolus japonica
loliolus sumatrensis,342359,loliolus sumatrensis
loliolus uyii,410371,loliolus uyii
lolliguncula argus,342228,lolliguncula argus
lolliguncula brevis,157028,lolliguncula brevis
lolliguncula diomedeae,410373,lolliguncula diomedeae
lolliguncula panamensis,342230,lolliguncula panamensis
lusepiola birostrata,1437797,lusepiola birostrata
lusepiola trirostrata,1437798,lusepiola trirostrata
luteuthis dentatus,342266,luteuthis dentatus
luteuthis shuishi,342267,luteuthis shuishi
lycoteuthis lorigera,342361,lycoteuthis lorigera
lycoteuthis springeri,342362,lycoteuthis springeri
macroctopus maorum,535605,macroctopus maorum
macrotritopus defilippi,534126,macrotritopus defilippi
magnapinna atlantica,342363,magnapinna atlantica
magnapinna pacifica,342364,magnapinna pacifica
magnapinna talismani,342365,magnapinna talismani
magnoteuthis magna,759131,magnoteuthis magna
magnoteuthis microlucens,759132,magnoteuthis microlucens
martialia hyadesi,325305,martialia hyadesi
mastigopsis hjorti,759125,mastigopsis hjorti
mastigoteuthis agassizii,157029,mastigoteuthis agassizii
mastigoteuthis dentata,341898,mastigoteuthis dentata
mastigoteuthis flammea,181383,mastigoteuthis flammea
mastigoteuthis glaukopis,341899,mastigoteuthis glaukopis
mastigoteuthis grimaldii,140337,mastigoteuthis grimaldii
mastigoteuthis psychrophila,341904,mastigoteuthis psychrophila
mastigoteuthis schmidti,140338,mastigoteuthis schmidti
megaleledone setebos,325324,megaleledone setebos
megalocranchia fisheri,410378,megalocranchia fisheri
megalocranchia maxima,341821,megalocranchia maxima
megalocranchia oceanica,225818,megalocranchia oceanica
mesonychoteuthis hamiltoni,325299,mesonychoteuthis hamiltoni
microeledone mangoldi,457976,microeledone mangoldi
moroteuthopsis ingens,1452502,moroteuthopsis ingens
moroteuthopsis longimana,1452326,moroteuthopsis longimana
muusoctopus abruptus,1043588,muusoctopus abruptus
muusoctopus berryi,1043780,muusoctopus berryi
muusoctopus bizikovi,527143,muusoctopus bizikovi
muusoctopus canthylus,527150,muusoctopus canthylus
muusoctopus eureka,527127,muusoctopus eureka
muusoctopus hokkaidensis,527153,muusoctopus hokkaidensis
muusoctopus januarii,527149,muusoctopus januarii
muusoctopus johnsonianus,527154,muusoctopus johnsonianus
muusoctopus karubar,527156,muusoctopus karubar
muusoctopus leioderma,1043781,muusoctopus leioderma
muusoctopus levis,884007,muusoctopus levis
muusoctopus longibrachus,527140,muusoctopus longibrachus
muusoctopus oregonae,527159,muusoctopus oregonae
muusoctopus oregonensis,527160,muusoctopus oregonensis
muusoctopus profundorum,527161,muusoctopus profundorum
muusoctopus pseudonymus,1043782,muusoctopus pseudonymus
muusoctopus rigbyae,527162,muusoctopus rigbyae
muusoctopus robustus,527163,muusoctopus robustus
muusoctopus sibiricus,527164,muusoctopus sibiricus
muusoctopus thielei,884005,muusoctopus thielei
muusoctopus yaquinae,527167,muusoctopus yaquinae
narrowteuthis nesisi,342368,narrowteuthis nesisi
nautilus macromphalus,342236,nautilus macromphalus
nautilus pompilius,216384,nautilus pompilius
nautilus stenomphalus,342238,nautilus stenomphalus
nectoteuthis pourtalesi,342369,nectoteuthis pourtalesi
nematolampas regalis,410379,nematolampas regalis
nematolampas venezuelensis,395872,nematolampas venezuelensis
neorossia caroli,141447,neorossia caroli
neorossia leptodons,342192,neorossia leptodons
neoteuthis thielei,342372,neoteuthis thielei
notonykia africanae,342374,notonykia africanae
notonykia nesisi,410380,notonykia nesisi
nototeuthis dimegacotyle,342373,nototeuthis dimegacotyle
nototodarus gouldi,342375,nototodarus gouldi
nototodarus hawaiiensis,342376,nototodarus hawaiiensis
nototodarus sloanii,342378,nototodarus sloanii
octopoteuthis danae,342056,octopoteuthis danae
octopoteuthis deletron,342057,octopoteuthis deletron
octopoteuthis indica,342058,octopoteuthis indica
octopoteuthis megaptera,342060,octopoteuthis megaptera
octopoteuthis nielseni,818990,octopoteuthis nielseni
octopoteuthis rugosa,342062,octopoteuthis rugosa
octopoteuthis sicula,181379,octopoteuthis sicula
octopus alecto,341942,octopus alecto
octopus americanus,749548,octopus americanus
octopus argus,534105,octopus argus
octopus australis,341948,octopus australis
octopus balboai,341949,octopus balboai
octopus berenice,534108,octopus berenice
octopus berrima,341950,octopus berrima
octopus bimaculatus,341951,octopus bimaculatus
octopus bimaculoides,341952,octopus bimaculoides
octopus bocki,341953,octopus bocki
octopus briareus,341954,octopus briareus
octopus bulbus,457970,octopus bulbus
octopus californicus,341958,octopus californicus
octopus chierchiae,341962,octopus chierchiae
octopus conispadiceus,341963,octopus conispadiceus
octopus cyanea,210788,octopus cyanea
octopus diminutus,457665,octopus diminutus
octopus favonius,341970,octopus favonius
octopus fitchi,341973,octopus fitchi
octopus gardineri,341975,octopus gardineri
octopus gorgonus,457615,octopus gorgonus
octopus harpedon,457971,octopus harpedon
octopus hattai,341981,octopus hattai
octopus hawaiiensis,535747,octopus hawaiiensis
octopus hongkongensis,341982,octopus hongkongensis
octopus hubbsorum,341983,octopus hubbsorum
octopus humilis,457616,octopus humilis
octopus hummelincki,341984,octopus hummelincki
octopus incella,457663,octopus incella
octopus insularis,457762,octopus insularis
octopus jeraldi,1434690,octopus jeraldi
octopus jollyorum,872570,octopus jollyorum
octopus joubini,341985,octopus joubini
octopus kaharoa,341987,octopus kaharoa
octopus kapalae,1048132,octopus kapalae
octopus kaurna,341988,octopus kaurna
octopus laqueus,341990,octopus laqueus
octopus mariles,457617,octopus mariles
octopus maya,341996,octopus maya
octopus microphthalmus,341999,octopus microphthalmus
octopus micropyrsus,342000,octopus micropyrsus
octopus micros,457972,octopus micros
octopus mimus,342001,octopus mimus
octopus minor,342002,octopus minor
octopus mutilans,342004,octopus mutilans
octopus nanus,342006,octopus nanus
octopus occidentalis,342007,octopus occidentalis
octopus oculifer,342010,octopus oculifer
octopus oliveri,342011,octopus oliveri
octopus pallidus,342015,octopus pallidus
octopus parvus,342016,octopus parvus
octopus penicillifer,342017,octopus penicillifer
octopus pumilus,534579,octopus pumilus
octopus pyrum,527168,octopus pyrum
octopus rubescens,342023,octopus rubescens
octopus salutii,140604,octopus salutii
octopus sanctaehelenae,342024,octopus sanctaehelenae
octopus selene,342026,octopus selene
octopus sinensis,534443,octopus sinensis
octopus stictochrus,342028,octopus stictochrus
octopus superciliosus,342030,octopus superciliosus
octopus taganga,894273,octopus taganga
octopus tayrona,894272,octopus tayrona
octopus tehuelchus,342032,octopus tehuelchus
octopus tetricus,342036,octopus tetricus
octopus veligero,342042,octopus veligero
octopus verrucosus,342043,octopus verrucosus
octopus vitiensis,342044,octopus vitiensis
octopus vulgaris,140605,octopus vulgaris
octopus warringa,342045,octopus warringa
octopus wolfi,342047,octopus wolfi
octopus zonatus,342049,octopus zonatus
ocythoe tuberculata,140610,ocythoe tuberculata
ommastrephes bartramii,181382,ommastrephes bartramii
onychoteuthis aequimanus,550392,onychoteuthis aequimanus
onychoteuthis banksii,140649,onychoteuthis banksii
onychoteuthis bergii,342068,onychoteuthis bergii
onychoteuthis borealijaponica,342069,onychoteuthis borealijaponica
onychoteuthis compacta,342070,onychoteuthis compacta
onychoteuthis horstkottei,550397,onychoteuthis horstkottei
onychoteuthis lacrima,550395,onychoteuthis lacrima
onychoteuthis meridiopacifica,342071,onychoteuthis meridiopacifica
onychoteuthis mollis,550393,onychoteuthis mollis
onychoteuthis prolata,550396,onychoteuthis prolata
onykia aequatorialis,548890,onykia aequatorialis
onykia carriboea,140650,onykia carriboea
onykia indica,342074,onykia indica
onykia loennbergii,410383,onykia loennbergii
onykia robsoni,410384,onykia robsoni
onykia robusta,410385,onykia robusta
opisthoteuthis agassizii,140652,opisthoteuthis agassizii
opisthoteuthis albatrossi,410386,opisthoteuthis albatrossi
opisthoteuthis borealis,342091,opisthoteuthis borealis
opisthoteuthis bruuni,410387,opisthoteuthis bruuni
opisthoteuthis californiana,342092,opisthoteuthis californiana
opisthoteuthis calypso,153067,opisthoteuthis calypso
opisthoteuthis chathamensis,342093,opisthoteuthis chathamensis
opisthoteuthis dongshaensis,535557,opisthoteuthis dongshaensis
opisthoteuthis extensa,342095,opisthoteuthis extensa
opisthoteuthis grimaldii,140653,opisthoteuthis grimaldii
opisthoteuthis hardyi,387695,opisthoteuthis hardyi
opisthoteuthis massyae,153060,opisthoteuthis massyae
opisthoteuthis medusoides,342097,opisthoteuthis medusoides
opisthoteuthis mero,342098,opisthoteuthis mero
opisthoteuthis philipii,342100,opisthoteuthis philipii
opisthoteuthis pluto,342101,opisthoteuthis pluto
opisthoteuthis robsoni,342102,opisthoteuthis robsoni
ornithoteuthis antillarum,225573,ornithoteuthis antillarum
ornithoteuthis volatilis,220322,ornithoteuthis volatilis
pareledone aequipapillae,325325,pareledone aequipapillae
pareledone albimaculata,325326,pareledone albimaculata
pareledone aurata,325327,pareledone aurata
pareledone aurorae,325328,pareledone aurorae
pareledone charcoti,239392,pareledone charcoti
pareledone cornuta,325329,pareledone cornuta
pareledone felix,325336,pareledone felix
pareledone framensis,325330,pareledone framensis
pareledone harrissoni,325331,pareledone harrissoni
pareledone panchroma,325332,pareledone panchroma
pareledone prydzensis,325333,pareledone prydzensis
pareledone serperastrata,325334,pareledone serperastrata
pareledone subtilis,325335,pareledone subtilis
pareledone turqueti,239393,pareledone turqueti
paroctopus cthulu,1526344,paroctopus cthulu
paroctopus digueti,534130,paroctopus digueti
paroctopus mercatoris,875202,paroctopus mercatoris
pholidoteuthis adami,342247,pholidoteuthis adami
pholidoteuthis massyae,410388,pholidoteuthis massyae
pickfordiateuthis bayeri,410389,pickfordiateuthis bayeri
pickfordiateuthis pulchella,342380,pickfordiateuthis pulchella
pickfordiateuthis vossi,410391,pickfordiateuthis vossi
pinnoctopus cordiformis,342381,pinnoctopus cordiformis
planctoteuthis danae,342249,planctoteuthis danae
planctoteuthis exopthalmica,410392,planctoteuthis exopthalmica
planctoteuthis levimana,238753,planctoteuthis levimana
planctoteuthis lippula,410393,planctoteuthis lippula
planctoteuthis oligobessa,342250,planctoteuthis oligobessa
praealtus paralbida,325338,praealtus paralbida
promachoteuthis megaptera,342382,promachoteuthis megaptera
promachoteuthis sloani,342383,promachoteuthis sloani
promachoteuthis sulcus,410394,promachoteuthis sulcus
psychroteuthis glacialis,325312,psychroteuthis glacialis
pteroctopus hoylei,342051,pteroctopus hoylei
pteroctopus schmidti,420654,pteroctopus schmidti
pteroctopus tetracirrhus,140606,pteroctopus tetracirrhus
pterygioteuthis gemmata,342104,pterygioteuthis gemmata
pterygioteuthis giardi,141097,pterygioteuthis giardi
pterygioteuthis hoylei,548183,pterygioteuthis hoylei
pterygioteuthis microlampas,342105,pterygioteuthis microlampas
pyroteuthis addolux,342242,pyroteuthis addolux
pyroteuthis margaritifera,157031,pyroteuthis margaritifera
pyroteuthis serrata,342243,pyroteuthis serrata
robsonella fontaniana,342384,robsonella fontaniana
robsonella huttoni,342385,robsonella huttoni
rondeletiola capensis,410396,rondeletiola capensis
rondeletiola minor,141448,rondeletiola minor
rossia brachyura,342193,rossia brachyura
rossia bullisi,342194,rossia bullisi
rossia glaucopis,153095,rossia glaucopis
rossia macrosoma,141449,rossia macrosoma
rossia megaptera,157032,rossia megaptera
rossia moelleri,156383,rossia moelleri
rossia mollicella,342196,rossia mollicella
rossia pacifica,346432,rossia pacifica
rossia palpebrosa,153083,rossia palpebrosa
rossia tortugaensis,342199,rossia tortugaensis
sandalops melancholicus,342386,sandalops melancholicus
sasakiopus salebrosus,534138,sasakiopus salebrosus
scaeurgus jumeau,342053,scaeurgus jumeau
scaeurgus nesisi,389487,scaeurgus nesisi
scaeurgus patagiatus,342054,scaeurgus patagiatus
scaeurgus tuber,342055,scaeurgus tuber
scaeurgus unicirrhus,140607,scaeurgus unicirrhus
selenoteuthis scintillans,342387,selenoteuthis scintillans
semirossia equalis,342232,semirossia equalis
semirossia patagonica,342233,semirossia patagonica
semirossia tenera,157036,semirossia tenera
sepia acuminata,342107,sepia acuminata
sepia adami,342108,sepia adami
sepia appelloefi,438905,sepia appelloefi
sepia aureomaculata,342113,sepia aureomaculata
sepia bathyalis,342116,sepia bathyalis
sepia bertheloti,141442,sepia bertheloti
sepia bidhaia,342118,sepia bidhaia
sepia brevimana,342120,sepia brevimana
sepia burnupi,342121,sepia burnupi
sepia carinata,342122,sepia carinata
sepia chirotrema,342123,sepia chirotrema
sepia confusa,342124,sepia confusa
sepia cottoni,342125,sepia cottoni
sepia dollfusi,220307,sepia dollfusi
sepia elobyana,342129,sepia elobyana
sepia elongata,220312,sepia elongata
sepia furcata,342135,sepia furcata
sepia gibba,220310,sepia gibba
sepia grahami,438902,sepia grahami
sepia hierredda,342138,sepia hierredda
sepia hirunda,342139,sepia hirunda
sepia incerta,342140,sepia incerta
sepia insignis,342141,sepia insignis
sepia irvingi,342142,sepia irvingi
sepia ivanovi,342143,sepia ivanovi
sepia joubini,342144,sepia joubini
sepia kiensis,438907,sepia kiensis
sepia koilados,438908,sepia koilados
sepia mascarensis,342151,sepia mascarensis
sepia mira,342153,sepia mira
sepia mirabilis,342154,sepia mirabilis
sepia murrayi,220306,sepia murrayi
sepia officinalis,141444,sepia officinalis
sepia plana,438909,sepia plana
sepia plathyconchalis,342164,sepia plathyconchalis
sepia prabahari,387696,sepia prabahari
sepia pulchra,342165,sepia pulchra
sepia reesi,342167,sepia reesi
sepia rhoda,342169,sepia rhoda
sepia savignyi,220308,sepia savignyi
sepia saya,342172,sepia saya
sepia senta,438910,sepia senta
sepia sewelli,342173,sepia sewelli
sepia simoniana,225558,sepia simoniana
sepia sokotriensis,342175,sepia sokotriensis
sepia subplana,438911,sepia subplana
sepia subtenuipes,342177,sepia subtenuipes
sepia sulcata,342178,sepia sulcata
sepia tala,342179,sepia tala
sepia tanybracheia,438912,sepia tanybracheia
sepia thurstoni,342181,sepia thurstoni
sepia tuberculata,225552,sepia tuberculata
sepia vecchioni,564955,sepia vecchioni
sepia vercoi,342183,sepia vercoi
sepia vermiculata,225551,sepia vermiculata
sepia vietnamica,342185,sepia vietnamica
sepia vossi,438904,sepia vossi
sepia zanzibarica,342187,sepia zanzibarica
sepiadarium auritum,342388,sepiadarium auritum
sepiadarium austrinum,342389,sepiadarium austrinum
sepiadarium gracilis,342390,sepiadarium gracilis
sepiadarium kochii,342391,sepiadarium kochii
sepiadarium nipponianum,342393,sepiadarium nipponianum
sepiella cyanea,342213,sepiella cyanea
sepiella inermis,220314,sepiella inermis
sepiella japonica,153107,sepiella japonica
sepiella mangkangunga,438913,sepiella mangkangunga
sepiella ocellata,342214,sepiella ocellata
sepiella ornata,225586,sepiella ornata
sepiella weberi,342215,sepiella weberi
sepietta neglecta,141450,sepietta neglecta
sepietta obscura,141451,sepietta obscura
sepietta oweniana,141452,sepietta oweniana
sepiola affinis,141453,sepiola affinis
sepiola atlantica,141454,sepiola atlantica
sepiola boletzkyi,867003,sepiola boletzkyi
sepiola bursadhaesa,741899,sepiola bursadhaesa
sepiola intermedia,141456,sepiola intermedia
sepiola robusta,141458,sepiola robusta
sepiola rondeletii,141459,sepiola rondeletii
sepiola rossiaeformis,342205,sepiola rossiaeformis
sepiola steenstrupiana,141460,sepiola steenstrupiana
sepiola tridens,494117,sepiola tridens
sepiolina nipponensis,342396,sepiolina nipponensis
sepiolina petasus,579012,sepiolina petasus
sepioloidea lineolata,342394,sepioloidea lineolata
sepioloidea magna,557227,sepioloidea magna
sepioloidea pacifica,342395,sepioloidea pacifica
sepioteuthis australis,342239,sepioteuthis australis
sepioteuthis lessoniana,220317,sepioteuthis lessoniana
sepioteuthis sepioidea,342241,sepioteuthis sepioidea
slosarczykovia circumantarctica,325295,slosarczykovia circumantarctica
spirula spirula,141548,spirula spirula
stauroteuthis gilchristi,410399,stauroteuthis gilchristi
stauroteuthis syrtensis,153122,stauroteuthis syrtensis
sthenoteuthis oualaniensis,342066,sthenoteuthis oualaniensis
sthenoteuthis pteropus,140623,sthenoteuthis pteropus
stigmatoteuthis arcturi,410401,stigmatoteuthis arcturi
stigmatoteuthis dofleini,410402,stigmatoteuthis dofleini
stigmatoteuthis hoylei,410403,stigmatoteuthis hoylei
stoloteuthis cthulhui,1478266,stoloteuthis cthulhui
stoloteuthis japonica,579013,stoloteuthis japonica
stoloteuthis leucoptera,157037,stoloteuthis leucoptera
stoloteuthis maoria,410404,stoloteuthis maoria
stoloteuthis weberi,410405,stoloteuthis weberi
taningia danae,140609,taningia danae
taonius belone,559406,taonius belone
taonius borealis,410406,taonius borealis
taonius pavo,139428,taonius pavo
tetracheledone spinicirrhus,342400,tetracheledone spinicirrhus
teuthowenia maculata,341822,teuthowenia maculata
teuthowenia megalops,139429,teuthowenia megalops
teuthowenia pellucida,341823,teuthowenia pellucida
thaumeledone brevis,342261,thaumeledone brevis
thaumeledone gunteri,342262,thaumeledone gunteri
thaumeledone marshalli,342263,thaumeledone marshalli
thaumeledone peninsulae,325340,thaumeledone peninsulae
thaumeledone zeiss,342264,thaumeledone zeiss
thaumoctopus mimicus,342403,thaumoctopus mimicus
thysanoteuthis rhombus,141680,thysanoteuthis rhombus
todarodes angolensis,225569,todarodes angolensis
todarodes filippovae,325306,todarodes filippovae
todarodes pacificus,342067,todarodes pacificus
todarodes pusillus,880006,todarodes pusillus
todarodes sagittatus,140624,todarodes sagittatus
todaropsis eblanae,140625,todaropsis eblanae
tremoctopus gelatus,342209,tremoctopus gelatus
tremoctopus gracilis,237820,tremoctopus gracilis
tremoctopus violaceus,141694,tremoctopus violaceus
uroteuthis abulati,342405,uroteuthis abulati
uroteuthis arabica,342406,uroteuthis arabica
uroteuthis bartschi,342407,uroteuthis bartschi
uroteuthis bengalensis,342408,uroteuthis bengalensis
uroteuthis chinensis,410410,uroteuthis chinensis
uroteuthis duvaucelii,410411,uroteuthis duvaucelii
uroteuthis edulis,342409,uroteuthis edulis
uroteuthis machelae,342410,uroteuthis machelae
uroteuthis noctiluca,342411,uroteuthis noctiluca
uroteuthis pickfordae,410412,uroteuthis pickfordae
uroteuthis reesi,342412,uroteuthis reesi
uroteuthis robsoni,342413,uroteuthis robsoni
uroteuthis sibogae,410413,uroteuthis sibogae
uroteuthis singhalensis,410415,uroteuthis singhalensis
uroteuthis vossi,342414,uroteuthis vossi
vampyroteuthis infernalis,141887,vampyroteuthis infernalis
velodona togata,342415,velodona togata
vitreledonella alberti,570533,vitreledonella alberti
vitreledonella richardi,141962,vitreledonella richardi
vosseledone charrua,342416,vosseledone charrua
vulcanoctopus hydrothermalis,342417,vulcanoctopus hydrothermalis
walvisteuthis jeremiahi,850552,walvisteuthis jeremiahi
walvisteuthis rancureli,850553,walvisteuthis rancureli
walvisteuthis virilis,342418,walvisteuthis virilis
walvisteuthis youngorum,850554,walvisteuthis youngorum
watasenia scintillans,342419,watasenia scintillans
wunderpus photogenicus,457573,wunderpus photogenicus
xipholeptos notoides,1055555,xipholeptos notoides
acanella arbuscula,125371,acanella arbuscula
acanthastrea brevis,430639,acanthastrea brevis
acanthastrea echinata,207384,acanthastrea echinata
acanthastrea hemprichii,288878,acanthastrea hemprichii
acanthastrea minuta,288882,acanthastrea minuta
acanthastrea pachysepta,888170,acanthastrea pachysepta
acanthastrea rotundoflora,766904,acanthastrea rotundoflora
acanthastrea subechinata,288885,acanthastrea subechinata
acanthogorgia aspera,177735,acanthogorgia aspera
acanthogorgia hirsuta,125349,acanthogorgia hirsuta
acanthogorgia ramossissima,286083,acanthogorgia ramossissima
acanthogorgia spinosa,286086,acanthogorgia spinosa
acanthoptilum agassizii,289321,acanthoptilum agassizii
acanthoptilum pourtalesii,289327,acanthoptilum pourtalesii
acropora abrolhosensis,288182,acropora abrolhosensis
acropora abrotanoides,207083,acropora abrotanoides
acropora acervata,740708,acropora acervata
acropora aculeus,206991,acropora aculeus
acropora acuminata,207020,acropora acuminata
acropora anthocercis,207024,acropora anthocercis
acropora arabensis,288184,acropora arabensis
acropora arafura,741331,acropora arafura
acropora aspera,207011,acropora aspera
acropora austera,207052,acropora austera
acropora awi,288185,acropora awi
acropora batunai,288187,acropora batunai
acropora branchi,207102,acropora branchi
acropora bushyensis,206999,acropora bushyensis
acropora capillaris,207013,acropora capillaris
acropora cardenae,288188,acropora cardenae
acropora carduus,288189,acropora carduus
acropora caroliniana,288190,acropora caroliniana
