category,trait,sheet,trait_val_orig,acanthochromis polyacanthus,acanthurus dusumieri,acromycter perturbator,amphiprion akindynos,anguilla australis,apterichtus kendalli,ariosoma selenops,asarcenchelys longimanus,balistoides viridescens,bathycongrus retrotinctus,bathycongrus vicinalis,bathypterois grallator,bathyuroconger vicinus,brachionichthys hirsutus,brachysomophis longipinnis,callechelys bitaeniata,carapus bermudensi,cephalopholis cyanostogmata,chaetodon auriga,chaetodon triangulum,chaetodon trifascialis,champsocephalus gunnari,chanos chanos,chlopsis kazuko,cirripectes alleni,cirripectes filamentosus,clupea harengus,coloconger japonicus,conger verreauxi,corphaena hippurus,crossosalarias macrospilus,ctenoscarus bicolor,derichthys serpentinus,dissostichus eleginoides,ecsenius trilineatus,encheliophis gracilis,enchelycore schismatorhynchus,engraulis ringens,entomacrodus macrospilus,entomacrodus stellifer,epinephelus itajara,epinephelus lanceolatus,eptatretus cirrhatus,eptatretus mendozai,ethadophis akkistikos,ethadophis merenda,eviota sigillata,exocoetus volitans,facciolella karreri,forsterygion varium,gadus mohua,galaxias brevipinnis,gobiodon citrinus,gobiodon histro,gorgasia maculata,gymnothorax javanicus,heteroconger klausewitzi,heteroconger taylori,hippocampus abdominalis,hippoglossus stenolepis,hoplostethus atlanticus,hoplunnis schmidti,hygophum proximum,hypleurochilus bananensis,hypsoblennius striatus,katsuwonus pelamis,kaupichthys brachychirus,lutjanus carponatatus,lutjanus sebae,meuschenia scaber,monopenchelys acuta,moringua edwardsi,naso vlamingi,nessorhamphus danae,notolabrus celidotus,omobranchus anolius,omobranchus fasciolatus,omobranchus rotundiceps,oncorhynchus nerka,ophichthus altipennis,ophichthus melanoporus,osterhinchus doederleini,parablennius parvicornis,parablennius yatabei,parablennius zvonimiri,parapercis colias,parenchelyurus hepburni,parma microlepis,phycoduras eques,plectropomus leopardus,pomacentrus coelestis,praealticus dayi,rexea solandri,rhinomuraena quaesita,salarias ceramensis,salarias fasciatus,salarias sinuosus,saurenchelys fierasfer,saurenchelys meteori,scarus schlegeri,sebastes diploproa,serrivomer lanceolatoides,simenchelys parasitica,skythrenchelys zabra,spratelloides delicatulus,synaphobranchus affinis,synaphobranchus kaupii,synaphobranchus oregoni,thalassenchelys foliaceus (aka congriscus maldivensis),thunnus maccoyii,uropterygius fuscoguttatus,uropterygius wheeleri,venefica tentaculata,xenomystax trucidans,xestochilus nebulosus
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,no,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,small,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,small (10s to 100s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,small (10s to 100s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,small (river),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,small (river),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,small (river),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),"if one/few, size",reef_other_fish,very small,very small,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,very small,NA,NA,very small,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,very small,NA,NA,very small,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,aggregate/many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregate;many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,does not aggregate,does not aggregate,NA,does not aggregate,does not aggregate,NA,NA,does not aggregate,NA,NA,does not aggregate,does not aggregate,NA,does not aggregate,NA,NA,NA,NA,does not aggregate,does not aggregate,does not aggregate,does not aggregate,NA,NA,NA,NA,NA,NA,NA,does not aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,does not aggregate,does not aggregate,does not aggregate,NA,NA,does not aggregate,NA,NA,does not aggregate,NA,NA,does not aggregate,does not aggregate,does not aggregate,does not aggregate,does not aggregate,does not aggregate,does not aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,does not aggregate,NA,NA,NA,NA,NA,NA,NA,NA,NA,does not aggregate,NA,NA,NA,does not aggregate,NA,does not aggregate,does not aggregate,NA,NA,NA,NA,NA,NA,does not aggregate,NA,NA,NA,NA,NA,NA,NA,NA,does not aggregate,NA,NA,NA,NA,NA,NA,NA,NA,does not aggregate,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,few,few,NA,few,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,many,NA,NA,NA,NA,NA,many,NA,many,NA,NA,NA,NA,NA,NA,many,many,NA,NA,NA,NA,NA,NA,NA,many,many,many,NA,NA,NA,many,many,NA,many,NA,many,NA,many,NA,many,many,NA,NA,NA,NA,many,many,NA,many,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,NA,many,many,NA,many,many,many,NA,many,NA,NA,many,NA,many,many,many,NA,many,many,NA,many,many,many,NA,many,NA,NA,NA,many,many,NA,many,many,NA,many,many,many,NA,NA,many,many,many,NA,many,many,many,many,NA,many,many,many,NA,many
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,many?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,many/aggregates to spawn-banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many;aggregates to spawn-banks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,no,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,spawning aggregations,NA,NA,NA,NA,spawning aggregations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spawning aggregations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spawning aggregations,NA,NA,spawning aggregations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),number of sites,reef_other_fish,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),sub-population dependence on particular sites,reef_other_fish,no,no,no,NA,no,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,no,NA,no,no,no,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,no,no,NA,NA,no,no,NA,NA,no,no,NA,NA,no,NA,NA,no,NA,NA,no,no,NA,no,NA,NA,no,NA,NA,NA,NA,no,no,NA,NA,no,no,no,NA,NA,no,NA,no,no,no,no,NA,NA,NA,no,no,no,no,no,no,no,no,NA,no,no,NA,NA,no,no,no,NA,NA,no,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),sub-population dependence on particular sites,reef_other_fish,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),sub-population dependence on particular sites,reef_other_fish,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
breeding/nesting range/number of spawning aggregations (fish),sub-population dependence on particular sites,reef_other_fish,yes,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,NA,NA,NA,NA,yes,yes,NA,yes,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,large,large,NA,NA,NA,NA,NA,NA,NA,large,large,NA,large,NA,NA,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,Many,NA,many,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,NA,NA,many,NA,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,medium,medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,medium,medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,NA,NA,NA,NA,NA,medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,unknown,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,unknown,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,very small,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,very small,NA,NA,very small,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,very small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"if one/few, size",reef_other_fish,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"number of sites, incl. terrestrial wetlands",reef_other_fish,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,few,NA,NA,few,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,few,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"number of sites, incl. terrestrial wetlands",reef_other_fish,many,many,NA,NA,many,many,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,NA,NA,NA,many,many,many,NA,NA,NA,many,many,many,NA,NA,many,many,NA,NA,many,many,NA,NA,many,many,many,NA,NA,many,many,NA,NA,NA,many,NA,NA,many,many,NA,NA,NA,many,NA,NA,NA,many,many,NA,many,many,many,many,NA,many,many,NA,NA,NA,NA,NA,NA,many,many,many,many,NA,NA,many,many,many,many,NA,many,many,NA,NA,many,many,NA,NA,many,NA,many,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,many,NA,NA,NA,NA,NA
foraging range,"number of sites, incl. terrestrial wetlands",reef_other_fish,"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,NA,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"number of sites, incl. terrestrial wetlands",reef_other_fish,no,NA,no,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foraging range,"number of sites, incl. terrestrial wetlands",reef_other_fish,reef based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,reef based,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
