iucn_sid,name,rank
22698195,Metazoa,kingdom
22698195,Chordata,phylum
22698195,Aves,class
22698195,Procellariiformes,order
22698195,Procellariidae,family
22698195,Ardenna,genus
22698195,Ardenna creatopus,species
22698201,Metazoa,kingdom
22698201,Chordata,phylum
22698201,Aves,class
22698201,Procellariiformes,order
22698201,Procellariidae,family
22698201,Ardenna,genus
22698201,Ardenna gravis,species
22698209,Metazoa,kingdom
22698209,Chordata,phylum
22698209,Aves,class
22698209,Procellariiformes,order
22698209,Procellariidae,family
22698209,Ardenna,genus
22698209,Ardenna grisea,species
22698216,Metazoa,kingdom
22698216,Chordata,phylum
22698216,Aves,class
22698216,Procellariiformes,order
22698216,Procellariidae,family
22698216,Ardenna,genus
22698216,Ardenna tenuirostris,species
22698222,Metazoa,kingdom
22698222,Chordata,phylum
22698222,Aves,class
22698222,Procellariiformes,order
22698222,Procellariidae,family
22698222,Puffinus,genus
22698222,Puffinus nativitatis,species
22698226,Metazoa,kingdom
22698226,Chordata,phylum
22698226,Aves,class
22698226,Procellariiformes,order
22698226,Procellariidae,family
22698226,Puffinus,genus
22698226,Puffinus puffinus,species
22698230,Metazoa,kingdom
22698230,Chordata,phylum
22698230,Aves,class
22698230,Procellariiformes,order
22698230,Procellariidae,family
22698230,Puffinus,genus
22698230,Puffinus yelkouan,species
22698235,Metazoa,kingdom
22698235,Chordata,phylum
22698235,Aves,class
22698235,Procellariiformes,order
22698235,Procellariidae,family
22698235,Puffinus,genus
22698235,Puffinus auricularis,species
22698246,Metazoa,kingdom
22698246,Chordata,phylum
22698246,Aves,class
22698246,Procellariiformes,order
22698246,Procellariidae,family
22698246,Puffinus,genus
22698246,Puffinus opisthomelas,species
22698249,Metazoa,kingdom
22698249,Chordata,phylum
22698249,Aves,class
22698249,Procellariiformes,order
22698249,Procellariidae,family
22698249,Puffinus,genus
22698249,Puffinus gavia,species
22698252,Metazoa,kingdom
22698252,Chordata,phylum
22698252,Aves,class
22698252,Procellariiformes,order
22698252,Procellariidae,family
22698252,Puffinus,genus
22698252,Puffinus huttoni,species
22698267,Metazoa,kingdom
22698267,Chordata,phylum
22698267,Aves,class
22698267,Procellariiformes,order
22698267,Procellariidae,family
22698267,Puffinus,genus
22698267,Puffinus persicus,species
22698272,Metazoa,kingdom
22698272,Chordata,phylum
22698272,Aves,class
22698272,Procellariiformes,order
22698272,Procellariidae,family
22698272,Puffinus,genus
22698272,Puffinus bannermani,species
22698280,Metazoa,kingdom
22698280,Chordata,phylum
22698280,Aves,class
22698280,Procellariiformes,order
22698280,Pelecanoididae,family
22698280,Pelecanoides,genus
22698280,Pelecanoides garnotii,species
22698288,Metazoa,kingdom
22698288,Chordata,phylum
22698288,Aves,class
22698288,Procellariiformes,order
22698288,Pelecanoididae,family
22698288,Pelecanoides,genus
22698288,Pelecanoides magellani,species
22698300,Metazoa,kingdom
22698300,Chordata,phylum
22698300,Aves,class
22698300,Procellariiformes,order
22698300,Pelecanoididae,family
22698300,Pelecanoides,genus
22698300,Pelecanoides urinatrix,species
22698305,Metazoa,kingdom
22698305,Chordata,phylum
22698305,Aves,class
22698305,Procellariiformes,order
22698305,Diomedeidae,family
22698305,Diomedea,genus
22698305,Diomedea exulans,species
22698310,Metazoa,kingdom
22698310,Chordata,phylum
22698310,Aves,class
22698310,Procellariiformes,order
22698310,Diomedeidae,family
22698310,Diomedea,genus
22698310,Diomedea amsterdamensis,species
22698314,Metazoa,kingdom
22698314,Chordata,phylum
22698314,Aves,class
22698314,Procellariiformes,order
22698314,Diomedeidae,family
22698314,Diomedea,genus
22698314,Diomedea epomophora,species
22698320,Metazoa,kingdom
22698320,Chordata,phylum
22698320,Aves,class
22698320,Procellariiformes,order
22698320,Diomedeidae,family
22698320,Phoebastria,genus
22698320,Phoebastria irrorata,species
22698335,Metazoa,kingdom
22698335,Chordata,phylum
22698335,Aves,class
22698335,Procellariiformes,order
22698335,Diomedeidae,family
22698335,Phoebastria,genus
22698335,Phoebastria albatrus,species
22698350,Metazoa,kingdom
22698350,Chordata,phylum
22698350,Aves,class
22698350,Procellariiformes,order
22698350,Diomedeidae,family
22698350,Phoebastria,genus
22698350,Phoebastria nigripes,species
22698365,Metazoa,kingdom
22698365,Chordata,phylum
22698365,Aves,class
22698365,Procellariiformes,order
22698365,Diomedeidae,family
22698365,Phoebastria,genus
22698365,Phoebastria immutabilis,species
22698375,Metazoa,kingdom
22698375,Chordata,phylum
22698375,Aves,class
22698375,Procellariiformes,order
22698375,Diomedeidae,family
22698375,Thalassarche,genus
22698375,Thalassarche melanophrys,species
22698388,Metazoa,kingdom
22698388,Chordata,phylum
22698388,Aves,class
22698388,Procellariiformes,order
22698388,Diomedeidae,family
22698388,Thalassarche,genus
22698388,Thalassarche salvini,species
22698393,Metazoa,kingdom
22698393,Chordata,phylum
22698393,Aves,class
22698393,Procellariiformes,order
22698393,Diomedeidae,family
22698393,Thalassarche,genus
22698393,Thalassarche eremita,species
22698398,Metazoa,kingdom
22698398,Chordata,phylum
22698398,Aves,class
22698398,Procellariiformes,order
22698398,Diomedeidae,family
22698398,Thalassarche,genus
22698398,Thalassarche chrysostoma,species
22698425,Metazoa,kingdom
22698425,Chordata,phylum
22698425,Aves,class
22698425,Procellariiformes,order
22698425,Diomedeidae,family
22698425,Thalassarche,genus
22698425,Thalassarche chlororhynchos,species
22698431,Metazoa,kingdom
22698431,Chordata,phylum
22698431,Aves,class
22698431,Procellariiformes,order
22698431,Diomedeidae,family
22698431,Phoebetria,genus
22698431,Phoebetria fusca,species
22698436,Metazoa,kingdom
22698436,Chordata,phylum
22698436,Aves,class
22698436,Procellariiformes,order
22698436,Oceanites,genus
22698436,Oceanites oceanicus,species
22698442,Metazoa,kingdom
22698442,Chordata,phylum
22698442,Aves,class
22698442,Procellariiformes,order
22698442,Oceanites,genus
22698442,Oceanites gracilis,species
22698448,Metazoa,kingdom
22698448,Chordata,phylum
22698448,Aves,class
22698448,Procellariiformes,order
22698448,Diomedeidae,family
22698448,Phoebetria,genus
22698448,Phoebetria palpebrata,species
22698453,Metazoa,kingdom
22698453,Chordata,phylum
22698453,Aves,class
22698453,Procellariiformes,order
22698453,Pelagodroma,genus
22698453,Pelagodroma marina,species
22698459,Metazoa,kingdom
22698459,Chordata,phylum
22698459,Aves,class
22698459,Procellariiformes,order
22698459,Fregetta,genus
22698459,Fregetta tropica,species
22698465,Metazoa,kingdom
22698465,Chordata,phylum
22698465,Aves,class
22698465,Procellariiformes,order
22698465,Fregetta,genus
22698465,Fregetta grallaria,species
22698471,Metazoa,kingdom
22698471,Chordata,phylum
22698471,Aves,class
22698471,Procellariiformes,order
22698471,Nesofregetta,genus
22698471,Nesofregetta fuliginosa,species
22698477,Metazoa,kingdom
22698477,Chordata,phylum
22698477,Aves,class
22698477,Procellariiformes,order
22698477,Hydrobates,genus
22698477,Hydrobates pelagicus,species
22698485,Metazoa,kingdom
22698485,Chordata,phylum
22698485,Aves,class
22698485,Procellariiformes,order
22698485,Hydrobates,genus
22698485,Hydrobates microsoma,species
22698496,Metazoa,kingdom
22698496,Chordata,phylum
22698496,Aves,class
22698496,Procellariiformes,order
22698496,Hydrobates,genus
22698496,Hydrobates tethys,species
22698520,Metazoa,kingdom
22698520,Chordata,phylum
22698520,Aves,class
22698520,Procellariiformes,order
22698520,Hydrobates,genus
22698520,Hydrobates monorhis,species
22698535,Metazoa,kingdom
22698535,Chordata,phylum
22698535,Aves,class
22698535,Procellariiformes,order
22698535,Hydrobates,genus
22698535,Hydrobates tristrami,species
22698543,Metazoa,kingdom
22698543,Chordata,phylum
22698543,Aves,class
22698543,Procellariiformes,order
22698543,Hydrobates,genus
22698543,Hydrobates markhami,species
22698548,Metazoa,kingdom
22698548,Chordata,phylum
22698548,Aves,class
22698548,Procellariiformes,order
22698548,Hydrobates,genus
22698548,Hydrobates matsudairae,species
22698557,Metazoa,kingdom
22698557,Chordata,phylum
22698557,Aves,class
22698557,Procellariiformes,order
22698557,Hydrobates,genus
22698557,Hydrobates melania,species
22698562,Metazoa,kingdom
22698562,Chordata,phylum
22698562,Aves,class
22698562,Procellariiformes,order
22698562,Hydrobates,genus
22698562,Hydrobates homochroa,species
22698567,Metazoa,kingdom
22698567,Chordata,phylum
22698567,Aves,class
22698567,Procellariiformes,order
22698567,Hydrobates,genus
22698567,Hydrobates hornbyi,species
22698572,Metazoa,kingdom
22698572,Chordata,phylum
22698572,Aves,class
22698572,Procellariiformes,order
22698572,Hydrobates,genus
22698572,Hydrobates furcatus,species
22724836,Metazoa,kingdom
22724836,Chordata,phylum
22724836,Aves,class
22724836,Anseriformes,order
22724836,Anatidae,family
22724836,Melanitta,genus
22724836,Melanitta fusca,species
22724879,Metazoa,kingdom
22724879,Chordata,phylum
22724879,Aves,class
22724879,Anseriformes,order
22724879,Anatidae,family
22724879,Melanitta,genus
22724879,Melanitta nigra,species
22727746,Metazoa,kingdom
22727746,Chordata,phylum
22727746,Aves,class
22727746,Charadriiformes,order
22727746,Laridae,family
22727746,Procelsterna,genus
22727746,Procelsterna cerulea,species
22728011,Metazoa,kingdom
22728011,Chordata,phylum
22728011,Aves,class
22728011,Procellariiformes,order
22728011,Procellariidae,family
22728011,Pterodroma,genus
22728011,Pterodroma feae,species
22728318,Metazoa,kingdom
22728318,Chordata,phylum
22728318,Aves,class
22728318,Procellariiformes,order
22728318,Diomedeidae,family
22728318,Diomedea,genus
22728318,Diomedea antipodensis,species
22728328,Metazoa,kingdom
22728328,Chordata,phylum
22728328,Aves,class
22728328,Procellariiformes,order
22728328,Diomedeidae,family
22728328,Thalassarche,genus
22728328,Thalassarche bulleri,species
22728349,Metazoa,kingdom
22728349,Chordata,phylum
22728349,Aves,class
22728349,Procellariiformes,order
22728349,Diomedeidae,family
22728349,Thalassarche,genus
22728349,Thalassarche impavida,species
22728364,Metazoa,kingdom
22728364,Chordata,phylum
22728364,Aves,class
22728364,Procellariiformes,order
22728364,Diomedeidae,family
22728364,Diomedea,genus
22728364,Diomedea dabbenena,species
22728372,Metazoa,kingdom
22728372,Chordata,phylum
22728372,Aves,class
22728372,Procellariiformes,order
22728372,Diomedeidae,family
22728372,Thalassarche,genus
22728372,Thalassarche carteri,species
22728432,Metazoa,kingdom
22728432,Chordata,phylum
22728432,Aves,class
22728432,Procellariiformes,order
22728432,Procellariidae,family
22728432,Puffinus,genus
22728432,Puffinus mauretanicus,species
22728808,Metazoa,kingdom
22728808,Chordata,phylum
22728808,Aves,class
22728808,Procellariiformes,order
22728808,Oceanites,genus
22728808,Oceanites maorianus,species
22728950,Metazoa,kingdom
22728950,Chordata,phylum
22728950,Aves,class
22728950,Pelecaniformes,order
22728950,Phalacrocoracidae,family
22728950,Phalacrocorax,genus
22728950,Phalacrocorax pelagicus,species
22728990,Metazoa,kingdom
22728990,Chordata,phylum
22728990,Aves,class
22728990,Pelecaniformes,order
22728990,Sulidae,family
22728990,Sula,genus
22728990,Sula granti,species
22729000,Metazoa,kingdom
22729000,Chordata,phylum
22729000,Aves,class
22729000,Charadriiformes,order
22729000,Alcidae,family
22729000,Brachyramphus,genus
22729000,Brachyramphus perdix,species
22729148,Metazoa,kingdom
22729148,Chordata,phylum
22729148,Aves,class
22729148,Procellariiformes,order
22729148,Garrodia,genus
22729148,Garrodia nereis,species
22729421,Metazoa,kingdom
22729421,Chordata,phylum
22729421,Aves,class
22729421,Procellariiformes,order
22729421,Procellariidae,family
22729421,Calonectris,genus
22729421,Calonectris edwardsii,species
22729604,Metazoa,kingdom
22729604,Chordata,phylum
22729604,Aves,class
22729604,Procellariiformes,order
22729604,Diomedeidae,family
22729604,Thalassarche,genus
22729604,Thalassarche cauta,species
22729609,Metazoa,kingdom
22729609,Chordata,phylum
22729609,Aves,class
22729609,Procellariiformes,order
22729609,Diomedeidae,family
22729609,Thalassarche,genus
22729609,Thalassarche steadi,species
22729686,Metazoa,kingdom
22729686,Chordata,phylum
22729686,Aves,class
22729686,Pelecaniformes,order
22729686,Phalacrocoracidae,family
22729686,Leucocarbo,genus
22729686,Leucocarbo atriceps,species
22729877,Metazoa,kingdom
22729877,Chordata,phylum
22729877,Aves,class
22729877,Charadriiformes,order
22729877,Laridae,family
22729877,Larus,genus
22729877,Larus glaucoides,species
22732244,Metazoa,kingdom
22732244,Chordata,phylum
22732244,Aves,class
22732244,Procellariiformes,order
22732244,Procellariidae,family
22732244,Calonectris,genus
22732244,Calonectris borealis,species
22732425,Metazoa,kingdom
22732425,Chordata,phylum
22732425,Aves,class
22732425,Anseriformes,order
22732425,Anatidae,family
22732425,Melanitta,genus
22732425,Melanitta americana,species
22733705,Metazoa,kingdom
22733705,Chordata,phylum
22733705,Aves,class
22733705,Charadriiformes,order
22733705,Laridae,family
22733705,Anous,genus
22733705,Anous sp. AC-2016a,species
22733979,Metazoa,kingdom
22733979,Chordata,phylum
22733979,Aves,class
22733979,Procellariiformes,order
22733979,Procellariidae,family
22733979,Puffinus,genus
22733979,Puffinus subalaris,species
22733989,Metazoa,kingdom
22733989,Chordata,phylum
22733989,Aves,class
22733989,Pelecaniformes,order
22733989,Pelecanidae,family
22733989,Pelecanus,genus
22733989,Pelecanus occidentalis,species
22734070,Metazoa,kingdom
22734070,Chordata,phylum
22734070,Aves,class
22734070,Procellariiformes,order
22734070,Procellariidae,family
22734070,Puffinus,genus
22734070,Puffinus bailloni,species
22734408,Metazoa,kingdom
22734408,Chordata,phylum
22734408,Aves,class
22734408,Sphenisciformes,order
22734408,Spheniscidae,family
22734408,Eudyptes,genus
22734408,Eudyptes moseleyi,species
22735250,Metazoa,kingdom
22735250,Chordata,phylum
22735250,Aves,class
22735250,Sphenisciformes,order
22735250,Spheniscidae,family
22735250,Eudyptes,genus
22735250,Eudyptes chrysocome,species
22735624,Metazoa,kingdom
22735624,Chordata,phylum
22735624,Aves,class
22735624,Procellariiformes,order
22735624,Hydrobates,genus
22735624,Hydrobates monteiroi,species
22735929,Metazoa,kingdom
22735929,Chordata,phylum
22735929,Aves,class
22735929,Charadriiformes,order
22735929,Laridae,family
22735929,Larus,genus
22735929,Larus cachinnans,species
22736135,Metazoa,kingdom
22736135,Chordata,phylum
22736135,Aves,class
22736135,Procellariiformes,order
22736135,Procellariidae,family
22736135,Pterodroma,genus
22736135,Pterodroma deserta,species
22736173,Metazoa,kingdom
22736173,Chordata,phylum
22736173,Aves,class
22736173,Pelecaniformes,order
22736173,Sulidae,family
22736173,Sula,genus
22736173,Sula dactylatra,species
42566169,Metazoa,kingdom
42566169,Chordata,phylum
42566169,Chondrichthyes,class
42566169,Myliobatiformes,order
42566169,Myliobatidae,family
42566169,Aetobatus,genus
42566169,Aetobatus ocellatus,species
42568145,Metazoa,kingdom
42568145,Chordata,phylum
42568145,Chondrichthyes,class
42568145,Rajiformes,order
42568145,Rajidae,family
42568145,Cruriraja,genus
42568145,Cruriraja hulleyi,species
42830689,Metazoa,kingdom
42830689,Mollusca,phylum
42830689,Gastropoda,class
42830689,Neogastropoda,order
42830689,Conidae,family
42830689,Conus,genus
42830689,Conus longilineus,species
43270317,Metazoa,kingdom
43270317,Chordata,phylum
43270317,Chondrichthyes,class
43270317,Pristiformes/Rhiniformes group,order
43270317,Rhinobatidae,family
43270317,Trygonorrhina,genus
43270317,Trygonorrhina dumerilii,species
43398244,Metazoa,kingdom
43398244,Chordata,phylum
43398244,Chondrichthyes,class
43398244,Pristiformes/Rhiniformes group,order
43398244,Pristidae,family
43398244,Pristis,genus
43398244,Pristis pectinata,species
43398250,Metazoa,kingdom
43398250,Chordata,phylum
43398250,Chondrichthyes,class
43398250,Pristiformes/Rhiniformes group,order
43398250,Pristidae,family
43398250,Pristis,genus
43398250,Pristis pectinata,species
43508842,Metazoa,kingdom
43508842,Chordata,phylum
43508842,Chondrichthyes,class
43508842,Pristiformes/Rhiniformes group,order
43508842,Pristidae,family
43508842,Pristis,genus
43508842,Pristis pristis,species
43508845,Metazoa,kingdom
43508845,Chordata,phylum
43508845,Chondrichthyes,class
43508845,Pristiformes/Rhiniformes group,order
43508845,Pristidae,family
43508845,Pristis,genus
43508845,Pristis pristis,species
43508905,Metazoa,kingdom
43508905,Chordata,phylum
43508905,Chondrichthyes,class
43508905,Pristiformes/Rhiniformes group,order
43508905,Pristidae,family
43508905,Pristis,genus
43508905,Pristis pristis,species
43508949,Metazoa,kingdom
43508949,Chordata,phylum
43508949,Chondrichthyes,class
43508949,Pristiformes/Rhiniformes group,order
43508949,Pristidae,family
43508949,Pristis,genus
43508949,Pristis pristis,species
45048812,Metazoa,kingdom
45048812,Chordata,phylum
45048812,Aves,class
45048812,Procellariiformes,order
45048812,Procellariidae,family
45048812,Pterodroma,genus
45048812,Pterodroma macroptera,species
45048990,Metazoa,kingdom
45048990,Chordata,phylum
45048990,Aves,class
45048990,Procellariiformes,order
