am_sid,name,rank
Fis-586,Dussumieriidae,family
Fis-586,Etrumeus,genus
Fis-586,Etrumeus teres,species
Fis-30013,Metazoa,kingdom
Fis-30013,Chordata,phylum
Fis-30013,Actinopteri,class
Fis-30013,Clupeiformes,order
Fis-30013,Dussumieriidae,family
Fis-30013,Etrumeus,genus
Fis-30013,Etrumeus whiteheadi,species
SLB-156564,Metazoa,kingdom
SLB-156564,Arthropoda,phylum
SLB-156564,Hexanauplia,class
SLB-156564,Sessilia,order
SLB-156564,Archaeobalanidae,family
SLB-156564,Euacasta,genus
SLB-156564,Euacasta dofleini,species
W-Hol-124454,Metazoa,kingdom
W-Hol-124454,Echinodermata,phylum
W-Hol-124454,Holothuroidea,class
W-Hol-124454,Apodida,order
W-Hol-124454,Synaptidae,family
W-Hol-124454,Euapta,genus
W-Hol-124454,Euapta lappa,species
ITS-Mam-552771,Metazoa,kingdom
ITS-Mam-552771,Chordata,phylum
ITS-Mam-552771,Mammalia,class
ITS-Mam-552771,Artiodactyla,order
ITS-Mam-552771,Balaenidae,family
ITS-Mam-552771,Eubalaena,genus
ITS-Mam-552771,Eubalaena australis,species
ITS-Mam-180537,Metazoa,kingdom
ITS-Mam-180537,Chordata,phylum
ITS-Mam-180537,Mammalia,class
ITS-Mam-180537,Artiodactyla,order
ITS-Mam-180537,Balaenidae,family
ITS-Mam-180537,Eubalaena,genus
ITS-Mam-180537,Eubalaena glacialis,species
ITS-Mam-612591,Metazoa,kingdom
ITS-Mam-612591,Chordata,phylum
ITS-Mam-612591,Mammalia,class
ITS-Mam-612591,Artiodactyla,order
ITS-Mam-612591,Balaenidae,family
ITS-Mam-612591,Eubalaena,genus
ITS-Mam-612591,Eubalaena japonica,species
Fis-29175,Metazoa,kingdom
Fis-29175,Chordata,phylum
Fis-29175,Actinopteri,class
Fis-29175,Tetraodontiformes,order
Fis-29175,Monacanthidae,family
Fis-29175,Eubalichthys,genus
Fis-29175,Eubalichthys bucephalus,species
Fis-29176,Metazoa,kingdom
Fis-29176,Chordata,phylum
Fis-29176,Actinopteri,class
Fis-29176,Tetraodontiformes,order
Fis-29176,Monacanthidae,family
Fis-29176,Eubalichthys,genus
Fis-29176,Eubalichthys mosaicus,species
Fis-161063,Metazoa,kingdom
Fis-161063,Chordata,phylum
Fis-161063,Actinopteri,class
Fis-161063,Chaetodontiformes,order
Fis-161063,Leiognathidae,family
Fis-161063,Eubleekeria,genus
Fis-161063,Eubleekeria jonesi,species
Fis-161065,Metazoa,kingdom
Fis-161065,Chordata,phylum
Fis-161065,Actinopteri,class
Fis-161065,Chaetodontiformes,order
Fis-161065,Leiognathidae,family
Fis-161065,Eubleekeria,genus
Fis-161065,Eubleekeria rapsoni,species
Fis-161066,Metazoa,kingdom
Fis-161066,Chordata,phylum
Fis-161066,Actinopteri,class
Fis-161066,Chaetodontiformes,order
Fis-161066,Leiognathidae,family
Fis-161066,Eubleekeria,genus
Fis-161066,Eubleekeria splendens,species
W-Msc-139765,Metazoa,kingdom
W-Msc-139765,Mollusca,phylum
W-Msc-139765,Gastropoda,class
W-Msc-139765,Nudibranchia,order
W-Msc-139765,Eubranchidae,family
W-Msc-139765,Eubranchus,genus
W-Msc-139765,Eubranchus exiguus,species
SLB-77496,Metazoa,kingdom
SLB-77496,Mollusca,phylum
SLB-77496,Gastropoda,class
SLB-77496,Nudibranchia,order
SLB-77496,Eubranchidae,family
SLB-77496,Eubranchus,genus
SLB-77496,Eubranchus olivaceus,species
SLB-190037,Metazoa,kingdom
SLB-190037,Arthropoda,phylum
SLB-190037,Malacostraca,class
SLB-190037,Decapoda,order
SLB-190037,Callianassidae,family
SLB-190037,Eucalliax,genus
SLB-190037,Eucalliax aequimana,species
ITS-85540,Metazoa,kingdom
ITS-85540,Arthropoda,phylum
ITS-85540,Hexanauplia,class
ITS-85540,Calanoida,order
ITS-85540,Euchaetidae,family
ITS-85540,Euchaeta,genus
ITS-85540,Euchaeta marina,species
SLB-114644,Metazoa,kingdom
SLB-114644,Mollusca,phylum
SLB-114644,Gastropoda,class
SLB-114644,Seguenziida,order
SLB-114644,Chilodontidae,family
SLB-114644,Euchelus,genus
SLB-114644,Euchelus atratus,species
SLB-136881,Rhodophyta,phylum
SLB-136881,Florideophyceae,class
SLB-136881,Gigartinales,order
SLB-136881,Solieriaceae,family
SLB-136881,Eucheuma,genus
SLB-136881,Eucheuma arnoldii,species
SLB-136896,Rhodophyta,phylum
SLB-136896,Florideophyceae,class
SLB-136896,Gigartinales,order
SLB-136896,Solieriaceae,family
SLB-136896,Eucheuma,genus
SLB-136896,Eucheuma denticulatum,species
W-Ech-213369,Metazoa,kingdom
W-Ech-213369,Echinodermata,phylum
W-Ech-213369,Echinoidea,class
W-Ech-213369,Cidaroida,order
W-Ech-213369,Cidaridae,family
W-Ech-213369,Eucidaris,genus
W-Ech-213369,Eucidaris metularia,species
W-Ech-513266,Metazoa,kingdom
W-Ech-513266,Echinodermata,phylum
W-Ech-513266,Echinoidea,class
W-Ech-513266,Cidaroida,order
W-Ech-513266,Cidaridae,family
W-Ech-513266,Eucidaris,genus
W-Ech-513266,Eucidaris thouarsii,species
W-Ech-396741,Metazoa,kingdom
W-Ech-396741,Echinodermata,phylum
W-Ech-396741,Echinoidea,class
W-Ech-396741,Cidaroida,order
W-Ech-396741,Cidaridae,family
W-Ech-396741,Eucidaris,genus
W-Ech-396741,Eucidaris tribuloides,species
Fis-22225,Metazoa,kingdom
Fis-22225,Chordata,phylum
Fis-22225,Actinopteri,class
Fis-22225,Gerreiformes,order
Fis-22225,Gerreidae,family
Fis-22225,Eucinostomus,genus
Fis-22225,Eucinostomus argenteus,species
Fis-35619,Metazoa,kingdom
Fis-35619,Chordata,phylum
Fis-35619,Actinopteri,class
Fis-35619,Gerreiformes,order
Fis-35619,Gerreidae,family
Fis-35619,Eucinostomus,genus
Fis-35619,Eucinostomus currani,species
Fis-113413,Metazoa,kingdom
Fis-113413,Chordata,phylum
Fis-113413,Actinopteri,class
Fis-113413,Gerreiformes,order
Fis-113413,Gerreidae,family
Fis-113413,Eucinostomus,genus
Fis-113413,Eucinostomus dowii,species
Fis-35620,Metazoa,kingdom
Fis-35620,Chordata,phylum
Fis-35620,Actinopteri,class
Fis-35620,Gerreiformes,order
Fis-35620,Gerreidae,family
Fis-35620,Eucinostomus,genus
Fis-35620,Eucinostomus entomelas,species
Fis-24605,Metazoa,kingdom
Fis-24605,Chordata,phylum
Fis-24605,Actinopteri,class
Fis-24605,Gerreiformes,order
Fis-24605,Gerreidae,family
Fis-24605,Eucinostomus,genus
Fis-24605,Eucinostomus gracilis,species
Fis-23498,Metazoa,kingdom
Fis-23498,Chordata,phylum
Fis-23498,Actinopteri,class
Fis-23498,Gerreiformes,order
Fis-23498,Gerreidae,family
Fis-23498,Eucinostomus,genus
Fis-23498,Eucinostomus gula,species
Fis-23499,Metazoa,kingdom
Fis-23499,Chordata,phylum
Fis-23499,Actinopteri,class
Fis-23499,Gerreiformes,order
Fis-23499,Gerreidae,family
Fis-23499,Eucinostomus,genus
Fis-23499,Eucinostomus havana,species
Fis-49805,Metazoa,kingdom
Fis-49805,Chordata,phylum
Fis-49805,Actinopteri,class
Fis-49805,Gerreiformes,order
Fis-49805,Gerreidae,family
Fis-49805,Eucinostomus,genus
Fis-49805,Eucinostomus jonesii,species
Fis-23500,Metazoa,kingdom
Fis-23500,Chordata,phylum
Fis-23500,Actinopteri,class
Fis-23500,Gerreiformes,order
Fis-23500,Gerreidae,family
Fis-23500,Eucinostomus,genus
Fis-23500,Eucinostomus melanopterus,species
W-Msc-342313,Metazoa,kingdom
W-Msc-342313,Mollusca,phylum
W-Msc-342313,Cephalopoda,class
W-Msc-342313,Teuthida,order
W-Msc-342313,Ommastrephidae,family
W-Msc-342313,Eucleoteuthis,genus
W-Msc-342313,Eucleoteuthis luminosa,species
Fis-32663,Metazoa,kingdom
Fis-32663,Chordata,phylum
Fis-32663,Actinopteri,class
Fis-32663,Gadiformes,order
Fis-32663,Euclichthyidae,family
Fis-32663,Euclichthys,genus
Fis-32663,Euclichthys polynemus,species
ITS-89850,Metazoa,kingdom
ITS-89850,Arthropoda,phylum
ITS-89850,Malacostraca,class
ITS-89850,Lophogastrida,order
ITS-89850,Eucopiidae,family
ITS-89850,Eucopia,genus
ITS-89850,Eucopia unguiculata,species
Fis-23126,Metazoa,kingdom
Fis-23126,Chordata,phylum
Fis-23126,Chondrichthyes,class
Fis-23126,Orectolobiformes,order
Fis-23126,Orectolobidae,family
Fis-23126,Eucrossorhinus,genus
Fis-23126,Eucrossorhinus dasypogon,species
Fis-24765,Metazoa,kingdom
Fis-24765,Chordata,phylum
Fis-24765,Actinopteri,class
Fis-24765,Perciformes,order
Fis-24765,Zoarcidae,family
Fis-24765,Eucryphycus,genus
Fis-24765,Eucryphycus californicus,species
W-Hyd-117542,Metazoa,kingdom
W-Hyd-117542,Cnidaria,phylum
W-Hyd-117542,Hydrozoa,class
W-Hyd-117542,Anthoathecata,order
W-Hyd-117542,Eudendriidae,family
W-Hyd-117542,Eudendrium,genus
W-Hyd-117542,Eudendrium armatum,species
W-Hyd-284650,Metazoa,kingdom
W-Hyd-284650,Cnidaria,phylum
W-Hyd-284650,Hydrozoa,class
W-Hyd-284650,Anthoathecata,order
W-Hyd-284650,Eudendriidae,family
W-Hyd-284650,Eudendrium,genus
W-Hyd-284650,Eudendrium bermudense,species
W-Hyd-117544,Metazoa,kingdom
W-Hyd-117544,Cnidaria,phylum
W-Hyd-117544,Hydrozoa,class
W-Hyd-117544,Anthoathecata,order
W-Hyd-117544,Eudendriidae,family
W-Hyd-117544,Eudendrium,genus
W-Hyd-117544,Eudendrium capillare,species
W-Hyd-117545,Metazoa,kingdom
W-Hyd-117545,Cnidaria,phylum
W-Hyd-117545,Hydrozoa,class
W-Hyd-117545,Anthoathecata,order
W-Hyd-117545,Eudendriidae,family
W-Hyd-117545,Eudendrium,genus
W-Hyd-117545,Eudendrium carneum,species
W-Hyd-117548,Metazoa,kingdom
W-Hyd-117548,Cnidaria,phylum
W-Hyd-117548,Hydrozoa,class
W-Hyd-117548,Anthoathecata,order
W-Hyd-117548,Eudendriidae,family
W-Hyd-117548,Eudendrium,genus
W-Hyd-117548,Eudendrium glomeratum,species
W-Hyd-117550,Metazoa,kingdom
W-Hyd-117550,Cnidaria,phylum
W-Hyd-117550,Hydrozoa,class
W-Hyd-117550,Anthoathecata,order
W-Hyd-117550,Eudendriidae,family
W-Hyd-117550,Eudendrium,genus
W-Hyd-117550,Eudendrium merulum,species
W-Hyd-117553,Metazoa,kingdom
W-Hyd-117553,Cnidaria,phylum
W-Hyd-117553,Hydrozoa,class
W-Hyd-117553,Anthoathecata,order
W-Hyd-117553,Eudendriidae,family
W-Hyd-117553,Eudendrium,genus
W-Hyd-117553,Eudendrium racemosum,species
W-Hyd-117554,Metazoa,kingdom
W-Hyd-117554,Cnidaria,phylum
W-Hyd-117554,Hydrozoa,class
W-Hyd-117554,Anthoathecata,order
W-Hyd-117554,Eudendriidae,family
W-Hyd-117554,Eudendrium,genus
W-Hyd-117554,Eudendrium rameum,species
W-Hyd-117555,Metazoa,kingdom
W-Hyd-117555,Cnidaria,phylum
W-Hyd-117555,Hydrozoa,class
W-Hyd-117555,Anthoathecata,order
W-Hyd-117555,Eudendriidae,family
W-Hyd-117555,Eudendrium,genus
W-Hyd-117555,Eudendrium ramosum,species
URM-2-2782,Metazoa,kingdom
URM-2-2782,Chordata,phylum
URM-2-2782,Ascidiacea,class
URM-2-2782,Enterogona,order
URM-2-2782,Polycitoridae,family
URM-2-2782,Eudistoma,genus
URM-2-2782,Eudistoma amplum,species
URM-2-2793,Metazoa,kingdom
URM-2-2793,Chordata,phylum
URM-2-2793,Ascidiacea,class
URM-2-2793,Enterogona,order
URM-2-2793,Polycitoridae,family
URM-2-2793,Eudistoma,genus
URM-2-2793,Eudistoma capsulatum,species
URM-2-2805,Metazoa,kingdom
URM-2-2805,Chordata,phylum
URM-2-2805,Ascidiacea,class
URM-2-2805,Enterogona,order
URM-2-2805,Polycitoridae,family
URM-2-2805,Eudistoma,genus
URM-2-2805,Eudistoma gilboviride,species
URM-2-2820,Metazoa,kingdom
URM-2-2820,Chordata,phylum
URM-2-2820,Ascidiacea,class
URM-2-2820,Enterogona,order
URM-2-2820,Polycitoridae,family
URM-2-2820,Eudistoma,genus
URM-2-2820,Eudistoma laysani,species
URM-2-2822,Metazoa,kingdom
URM-2-2822,Chordata,phylum
URM-2-2822,Ascidiacea,class
URM-2-2822,Enterogona,order
URM-2-2822,Polycitoridae,family
URM-2-2822,Eudistoma,genus
URM-2-2822,Eudistoma maculosum,species
URM-2-2833,Metazoa,kingdom
URM-2-2833,Chordata,phylum
URM-2-2833,Ascidiacea,class
URM-2-2833,Enterogona,order
URM-2-2833,Polycitoridae,family
URM-2-2833,Eudistoma,genus
URM-2-2833,Eudistoma obscuratum,species
URM-2-2837,Metazoa,kingdom
URM-2-2837,Chordata,phylum
URM-2-2837,Ascidiacea,class
URM-2-2837,Enterogona,order
URM-2-2837,Polycitoridae,family
URM-2-2837,Eudistoma,genus
URM-2-2837,Eudistoma ovatum,species
URM-2-2848,Metazoa,kingdom
URM-2-2848,Chordata,phylum
URM-2-2848,Ascidiacea,class
URM-2-2848,Enterogona,order
URM-2-2848,Polycitoridae,family
URM-2-2848,Eudistoma,genus
URM-2-2848,Eudistoma pyriforme,species
URM-2-2849,Metazoa,kingdom
URM-2-2849,Chordata,phylum
URM-2-2849,Ascidiacea,class
URM-2-2849,Enterogona,order
URM-2-2849,Polycitoridae,family
URM-2-2849,Eudistoma,genus
URM-2-2849,Eudistoma reginum,species
URM-2-2867,Metazoa,kingdom
URM-2-2867,Chordata,phylum
URM-2-2867,Ascidiacea,class
URM-2-2867,Enterogona,order
URM-2-2867,Polycitoridae,family
URM-2-2867,Eudistoma,genus
URM-2-2867,Eudistoma viride,species
W-Pol-333271,Metazoa,kingdom
W-Pol-333271,Annelida,phylum
W-Pol-333271,Polychaeta,class
W-Pol-333271,Sabellida,order
W-Pol-333271,Sabellidae,family
W-Pol-333271,Eudistylia,genus
W-Pol-333271,Eudistylia vancouveri,species
W-Msc-141686,Metazoa,kingdom
W-Msc-141686,Mollusca,phylum
W-Msc-141686,Gastropoda,class
W-Msc-141686,Littorinimorpha,order
W-Msc-141686,Tonnidae,family
W-Msc-141686,Eudolium,genus
W-Msc-141686,Eudolium bairdii,species
W-Msc-160308,Metazoa,kingdom
W-Msc-160308,Mollusca,phylum
W-Msc-160308,Gastropoda,class
W-Msc-160308,Littorinimorpha,order
W-Msc-160308,Tonnidae,family
W-Msc-160308,Eudolium,genus
W-Msc-160308,Eudolium crosseanum,species
W-Hyd-135423,Metazoa,kingdom
W-Hyd-135423,Cnidaria,phylum
W-Hyd-135423,Hydrozoa,class
W-Hyd-135423,Siphonophorae,order
W-Hyd-135423,Diphyidae,family
W-Hyd-135423,Eudoxoides,genus
W-Hyd-135423,Eudoxoides mitra,species
Fis-26582,Metazoa,kingdom
Fis-26582,Chordata,phylum
Fis-26582,Actinopteri,class
Fis-26582,Gerreiformes,order
Fis-26582,Gerreidae,family
Fis-26582,Eugerres,genus
Fis-26582,Eugerres brasilianus,species
Fis-23501,Metazoa,kingdom
Fis-23501,Chordata,phylum
Fis-23501,Actinopteri,class
Fis-23501,Gerreiformes,order
Fis-23501,Gerreidae,family
Fis-23501,Eugerres,genus
Fis-23501,Eugerres plumieri,species
Fis-165258,Metazoa,kingdom
Fis-165258,Chordata,phylum
Fis-165258,Actinopteri,class
Fis-165258,Gobiiformes,order
Fis-165258,Gobiidae,family
Fis-165258,Eugnathogobius,genus
Fis-165258,Eugnathogobius variegatus,species
W-Oct-289935,Metazoa,kingdom
W-Oct-289935,Cnidaria,phylum
W-Oct-289935,Anthozoa,class
W-Oct-289935,Alcyonacea,order
W-Oct-289935,Gorgoniidae,family
W-Oct-289935,Eugorgia,genus
W-Oct-289935,Eugorgia rubens,species
URM-2-3325,Metazoa,kingdom
URM-2-3325,Chordata,phylum
URM-2-3325,Ascidiacea,class
URM-2-3325,Stolidobranchia,order
URM-2-3325,Molgulidae,family
URM-2-3325,Eugyra,genus
URM-2-3325,Eugyra arenosa,species
W-Cha-105414,Metazoa,kingdom
W-Cha-105414,Chaetognatha,phylum
W-Cha-105414,Sagittoidea,class
W-Cha-105414,Phragmophora,order
W-Cha-105414,Eukrohniidae,family
W-Cha-105414,Eukrohnia,genus
W-Cha-105414,Eukrohnia bathypelagica,species
W-Cha-105415,Metazoa,kingdom
W-Cha-105415,Chaetognatha,phylum
W-Cha-105415,Sagittoidea,class
W-Cha-105415,Phragmophora,order
W-Cha-105415,Eukrohniidae,family
W-Cha-105415,Eukrohnia,genus
W-Cha-105415,Eukrohnia fowleri,species
W-Cha-105416,Metazoa,kingdom
W-Cha-105416,Chaetognatha,phylum
W-Cha-105416,Sagittoidea,class
W-Cha-105416,Phragmophora,order
W-Cha-105416,Eukrohniidae,family
W-Cha-105416,Eukrohnia,genus
W-Cha-105416,Eukrohnia hamata,species
W-Pol-333276,Metazoa,kingdom
W-Pol-333276,Annelida,phylum
W-Pol-333276,Polychaeta,class
W-Pol-333276,Phyllodocida,order
W-Pol-333276,Phyllodocidae,family
W-Pol-333276,Eulalia,genus
W-Pol-333276,Eulalia myriacyclum,species
W-Pol-130639,Metazoa,kingdom
W-Pol-130639,Annelida,phylum
W-Pol-130639,Polychaeta,class
W-Pol-130639,Phyllodocida,order
W-Pol-130639,Phyllodocidae,family
W-Pol-130639,Eulalia,genus
W-Pol-130639,Eulalia viridis,species
Fis-30014,Metazoa,kingdom
Fis-30014,Chordata,phylum
Fis-30014,Actinopteri,class
Fis-30014,Beloniformes,order
Fis-30014,Hemiramphidae,family
Fis-30014,Euleptorhamphus,genus
Fis-30014,Euleptorhamphus velox,species
Fis-30015,Metazoa,kingdom
Fis-30015,Chordata,phylum
Fis-30015,Actinopteri,class
Fis-30015,Beloniformes,order
Fis-30015,Hemiramphidae,family
Fis-30015,Euleptorhamphus,genus
Fis-30015,Euleptorhamphus viridis,species
Fis-24609,Metazoa,kingdom
Fis-24609,Chordata,phylum
Fis-24609,Actinopteri,class
Fis-24609,Lampriformes,order
Fis-24609,Lophotidae,family
Fis-24609,Eumecichthys,genus
Fis-24609,Eumecichthys fiski,species
Fis-53882,Metazoa,kingdom
Fis-53882,Chordata,phylum
Fis-53882,Actinopteri,class
Fis-53882,Scombriformes,order
Fis-53882,Bramidae,family
Fis-53882,Eumegistus,genus
Fis-53882,Eumegistus illustris,species
Fis-24610,Metazoa,kingdom
Fis-24610,Chordata,phylum
Fis-24610,Actinopteri,class
Fis-24610,Perciformes,order
Fis-24610,Stichaeidae,family
Fis-24610,Eumesogrammus,genus
Fis-24610,Eumesogrammus praecisus,species
ITS-Mam-180625,Metazoa,kingdom
ITS-Mam-180625,Chordata,phylum
ITS-Mam-180625,Mammalia,class
ITS-Mam-180625,Carnivora,order
ITS-Mam-180625,Otariidae,family
ITS-Mam-180625,Eumetopias,genus
ITS-Mam-180625,Eumetopias jubatus,species
Fis-125602,Metazoa,kingdom
Fis-125602,Chordata,phylum
Fis-125602,Actinopteri,class
Fis-125602,Perciformes,order
Fis-125602,Cyclopteridae,family
Fis-125602,Eumicrotremus,genus
Fis-125602,Eumicrotremus andriashevi,species
Fis-148816,Metazoa,kingdom
Fis-148816,Chordata,phylum
Fis-148816,Actinopteri,class
Fis-148816,Perciformes,order
Fis-148816,Cyclopteridae,family
Fis-148816,Eumicrotremus,genus
Fis-148816,Eumicrotremus asperrimus,species
Fis-54783,Metazoa,kingdom
Fis-54783,Chordata,phylum
Fis-54783,Actinopteri,class
Fis-54783,Perciformes,order
Fis-54783,Cyclopteridae,family
Fis-54783,Eumicrotremus,genus
Fis-54783,Eumicrotremus barbatus,species
Fis-30812,Metazoa,kingdom
Fis-30812,Chordata,phylum
Fis-30812,Actinopteri,class
Fis-30812,Perciformes,order
Fis-30812,Cyclopteridae,family
Fis-30812,Eumicrotremus,genus
Fis-30812,Eumicrotremus derjugini,species
Fis-124363,Metazoa,kingdom
Fis-124363,Chordata,phylum
Fis-124363,Actinopteri,class
Fis-124363,Perciformes,order
Fis-124363,Cyclopteridae,family
Fis-124363,Eumicrotremus,genus
Fis-124363,Eumicrotremus gyrinops,species
Fis-24611,Metazoa,kingdom
Fis-24611,Chordata,phylum
Fis-24611,Actinopteri,class
Fis-24611,Perciformes,order
Fis-24611,Cyclopteridae,family
Fis-24611,Eumicrotremus,genus
Fis-24611,Eumicrotremus orbis,species
Fis-54780,Metazoa,kingdom
Fis-54780,Chordata,phylum
Fis-54780,Actinopteri,class
Fis-54780,Perciformes,order
Fis-54780,Cyclopteridae,family
Fis-54780,Eumicrotremus,genus
Fis-54780,Eumicrotremus pacificus,species
Fis-125582,Metazoa,kingdom
Fis-125582,Chordata,phylum
Fis-125582,Actinopteri,class
Fis-125582,Perciformes,order
Fis-125582,Cyclopteridae,family
Fis-125582,Eumicrotremus,genus
Fis-125582,Eumicrotremus phrynoides,species
Fis-54773,Metazoa,kingdom
Fis-54773,Chordata,phylum
Fis-54773,Actinopteri,class
Fis-54773,Perciformes,order
Fis-54773,Cyclopteridae,family
Fis-54773,Eumicrotremus,genus
Fis-54773,Eumicrotremus schmidti,species
Fis-125613,Metazoa,kingdom
Fis-125613,Chordata,phylum
Fis-125613,Actinopteri,class
Fis-125613,Perciformes,order
Fis-125613,Cyclopteridae,family
Fis-125613,Eumicrotremus,genus
Fis-125613,Eumicrotremus soldatovi,species
Fis-24612,Metazoa,kingdom
Fis-24612,Chordata,phylum
Fis-24612,Actinopteri,class
Fis-24612,Perciformes,order
Fis-24612,Cyclopteridae,family
Fis-24612,Eumicrotremus,genus
Fis-24612,Eumicrotremus spinosus,species
Fis-62808,Metazoa,kingdom
Fis-62808,Chordata,phylum
Fis-62808,Actinopteri,class
Fis-62808,Perciformes,order
Fis-62808,Cyclopteridae,family
Fis-62808,Eumicrotremus,genus
Fis-62808,Eumicrotremus taranetzi,species
W-Pol-130644,Metazoa,kingdom
W-Pol-130644,Annelida,phylum
W-Pol-130644,Polychaeta,class
W-Pol-130644,Phyllodocida,order
W-Pol-130644,Phyllodocidae,family
W-Pol-130644,Eumida,genus
W-Pol-130644,Eumida sanguinea,species
SLB-119066,Metazoa,kingdom
SLB-119066,Arthropoda,phylum
SLB-119066,Malacostraca,class
SLB-119066,Decapoda,order
SLB-119066,Chirostylidae,family
SLB-119066,Eumunida,genus
SLB-119066,Eumunida annulosa,species
SLB-119090,Metazoa,kingdom
SLB-119090,Arthropoda,phylum
SLB-119090,Malacostraca,class
SLB-119090,Decapoda,order
SLB-119090,Chirostylidae,family
SLB-119090,Eumunida,genus
SLB-119090,Eumunida capillata,species
SLB-119105,Metazoa,kingdom
SLB-119105,Arthropoda,phylum
SLB-119105,Malacostraca,class
SLB-119105,Decapoda,order
SLB-119105,Chirostylidae,family
SLB-119105,Eumunida,genus
SLB-119105,Eumunida funambulus,species
SLB-119122,Metazoa,kingdom
SLB-119122,Arthropoda,phylum
SLB-119122,Malacostraca,class
SLB-119122,Decapoda,order
SLB-119122,Chirostylidae,family
SLB-119122,Eumunida,genus
SLB-119122,Eumunida keijii,species
ITS-660226,Metazoa,kingdom
ITS-660226,Arthropoda,phylum
ITS-660226,Malacostraca,class
ITS-660226,Decapoda,order
ITS-660226,Chirostylidae,family
ITS-660226,Eumunida,genus
ITS-660226,Eumunida laevimana,species
SLB-119127,Metazoa,kingdom
SLB-119127,Arthropoda,phylum
SLB-119127,Malacostraca,class
SLB-119127,Decapoda,order
SLB-119127,Chirostylidae,family
SLB-119127,Eumunida,genus
SLB-119127,Eumunida minor,species
SLB-119135,Metazoa,kingdom
SLB-119135,Arthropoda,phylum
SLB-119135,Malacostraca,class
SLB-119135,Decapoda,order
SLB-119135,Chirostylidae,family
SLB-119135,Eumunida,genus
SLB-119135,Eumunida pacifica,species
ITS-98144,Metazoa,kingdom
ITS-98144,Arthropoda,phylum
ITS-98144,Malacostraca,class
ITS-98144,Decapoda,order
ITS-98144,Chirostylidae,family
ITS-98144,Eumunida,genus
ITS-98144,Eumunida picta,species
ITS-660224,Metazoa,kingdom
ITS-660224,Arthropoda,phylum
ITS-660224,Malacostraca,class
ITS-660224,Decapoda,order
ITS-660224,Chirostylidae,family
ITS-660224,Eumunida,genus
ITS-660224,Eumunida smithii,species
SLB-119205,Metazoa,kingdom
SLB-119205,Arthropoda,phylum
SLB-119205,Malacostraca,class
SLB-119205,Decapoda,order
SLB-119205,Chirostylidae,family
SLB-119205,Eumunida,genus
SLB-119205,Eumunida treguieri,species
ITS-552928,Metazoa,kingdom
ITS-552928,Arthropoda,phylum
ITS-552928,Malacostraca,class
ITS-552928,Decapoda,order
ITS-552928,Nephropidae,family
ITS-552928,Eunephrops,genus
ITS-552928,Eunephrops cadenasi,species
ITS-97321,Metazoa,kingdom
ITS-97321,Arthropoda,phylum
ITS-97321,Malacostraca,class
ITS-97321,Decapoda,order
ITS-97321,Nephropidae,family
ITS-97321,Eunephrops,genus
ITS-97321,Eunephrops manningi,species
SLB-2031,Metazoa,kingdom
SLB-2031,Annelida,phylum
SLB-2031,Polychaeta,class
SLB-2031,Eunicida,order
SLB-2031,Eunicidae,family
SLB-2031,Eunice,genus
SLB-2031,Eunice antennata,species
W-Pol-209825,Metazoa,kingdom
W-Pol-209825,Annelida,phylum
W-Pol-209825,Polychaeta,class
W-Pol-209825,Eunicida,order
W-Pol-209825,Eunicidae,family
W-Pol-209825,Eunice,genus
W-Pol-209825,Eunice australis,species
W-Pol-209824,Metazoa,kingdom
W-Pol-209824,Annelida,phylum
W-Pol-209824,Polychaeta,class
W-Pol-209824,Eunicida,order
W-Pol-209824,Eunicidae,family
W-Pol-209824,Eunice,genus
W-Pol-209824,Eunice indica,species
W-Pol-130067,Metazoa,kingdom
W-Pol-130067,Annelida,phylum
W-Pol-130067,Polychaeta,class
W-Pol-130067,Eunicida,order
W-Pol-130067,Eunicidae,family
W-Pol-130067,Eunice,genus
W-Pol-130067,Eunice vittata,species
SLB-61326,Metazoa,kingdom
SLB-61326,Cnidaria,phylum
SLB-61326,Anthozoa,class
SLB-61326,Alcyonacea,order
SLB-61326,Plexauridae,family
SLB-61326,Eunicea,genus
SLB-61326,Eunicea asperula,species
SLB-61327,Metazoa,kingdom
SLB-61327,Cnidaria,phylum
SLB-61327,Anthozoa,class
SLB-61327,Alcyonacea,order
SLB-61327,Plexauridae,family
SLB-61327,Eunicea,genus
SLB-61327,Eunicea calyculata,species
W-Oct-283242,Metazoa,kingdom
W-Oct-283242,Cnidaria,phylum
W-Oct-283242,Anthozoa,class
W-Oct-283242,Alcyonacea,order
W-Oct-283242,Plexauridae,family
W-Oct-283242,Eunicea,genus
W-Oct-283242,Eunicea fusca,species
W-Oct-283249,Metazoa,kingdom
W-Oct-283249,Cnidaria,phylum
W-Oct-283249,Anthozoa,class
W-Oct-283249,Alcyonacea,order
W-Oct-283249,Plexauridae,family
W-Oct-283249,Eunicea,genus
W-Oct-283249,Eunicea knighti,species
W-Oct-283250,Metazoa,kingdom
W-Oct-283250,Cnidaria,phylum
W-Oct-283250,Anthozoa,class
W-Oct-283250,Alcyonacea,order
W-Oct-283250,Plexauridae,family
W-Oct-283250,Eunicea,genus
W-Oct-283250,Eunicea laciniata,species
SLB-61333,Metazoa,kingdom
SLB-61333,Cnidaria,phylum
SLB-61333,Anthozoa,class
SLB-61333,Alcyonacea,order
SLB-61333,Plexauridae,family
SLB-61333,Eunicea,genus
SLB-61333,Eunicea mammosa,species
SLB-61334,Metazoa,kingdom
SLB-61334,Cnidaria,phylum
